id,title,author,day,genre,story,score,platform
400,나만 보여!,LICO,일,"스토리, 드라마","학교 익명게시판이 나에게만 실명으로 보인다면? 교내 익명 어플 몰래몰래 에는 여러 가지 비밀들이 매일 익명으로 올라온다. 10년째 소꿉친구인 하영 을 짝사랑 중인 민준 은 몰래몰래 다운로드 중 생긴 오류로 인해 익명 게시글들이 모두 실명으로 보이게 되고, 하영 의 남자친구인 기주 가 바람피우고 있다는 충격적인 사실을 알게 되는데...",9.682,네이버 웹툰
401,천치전능,김칸비 / 송래현,일,"스토리, 드라마",학창 시절 매일 폭력 사건을 일으키던 문제아 김전지는 오토바이 사고로 다리를 다쳐 현역 ? 에서 은퇴하고 훌륭한 사회부적응자로 살아가고 있다. 그러던 어느 날 육교 위 거지 노인과 시비가 붙게 되어 거지 노인에게 행패를 부리고 마는데.... 그 노인이 하필이면 신 ?,9.864,네이버 웹툰
402,살아남은 로맨스,이연,일,"스토리, 판타지","로맨스 소설에 빙의해 행복한 삶을 살던 채린. 그녀의 눈에 남자주인공인 제하 외에는 모두 검은색 그림자로밖에 보이지 않는다. 그리고 갑자기 바뀐 소설의 장르. 살아남으려면 엑스트라들과 손을 잡아야 한다!! 화장 지워주는 남자 이연 작가의 차기작, 세상에 이런 장르는 없었다!",9.979,네이버 웹툰
403,내일,라마,일,"옴니버스, 드라마","다 되는데 취업만은 안되는 취준생 최준웅 27세,남 우연한 사고로 저승독점기업 주마등의 저승차사들을 만나게되고 특별 위기관리팀의 계약직 막내로 일하며 위기에 처한 사람들을 돕게 되는데.",9.98,네이버 웹툰
404,마법스크롤 상인 지오,엄재경 / 호패,일,"스토리, 판타지","마법사인 듯, 마법사 아닌 마법사 같은 너! 오지오!",9.912,네이버 웹툰
405,별이삼샵,혀노,일,"스토리, 드라마",나니? 발신자 제한번호로 그녀에게 마음을 전했던 이야기. 남과여 혀노 작가가 담아낸 촌스럽지만 풋풋했던 2000년대 그 시절.,9.971,네이버 웹툰
406,사실 마법이었던 거임,박성현,일,"스토리, 개그",사장님을 잠금해제 박성현 작가의 예측불가 개그 신작! 마술인 줄 알았는데 사실은 마법이었다!? 마법사 이스트 도널드 우르사우르스 는 인간계로 유배되어 이도우 라는 이름으로 살아가고 있다. 고등학교를 무사히 졸업해야만 마법계로 돌아갈 수 있다는데..! 도우는 평범한 학교생활을 하고 싶지만 주변에서 가만히 내버려 두질 않는다. 수많은 위기를 극복하고 다시 마법계로 돌아갈 수 있을까?,9.86,네이버 웹툰
407,예쁜 사나이,영원,일,"스토리, 드라마","무시무시한 외모와 강한 완력. 공포와 두려움을 주는 존재. 남자 중의 남자 상남자 로 불리는 노다지 하지만 속마음은 누구보다도 친구들과 잘 지내고 싶은 평범한 고등학생일 뿐! 어느 날 예쁜 외모를 뽐내는 영기 가 전학을 오게 되고, 인기폭발인 그 모습에 무릎을 탁 아니 쾅! 치게 되는데 과연 다지는 편견과 선입견에 맞서 예뻐질 수 있을 것인가?!",9.848,네이버 웹툰
408,판사 이한영,문성호 / 전돌돌,일,"스토리, 드라마","법정 안에서 정의를 실현할 수 있다고 믿었던 판사 이한영은 상관의 명령을 따르지 않고 재벌에게 실형 선고를 내렸다가 살해당하고 만다. 하지만 어렸을 적 들었던 땡중의 헛소리 때문일까? 이한영은 모든 기억을 가지고 두 번째 삶의 기회를 얻는다. 오로지 정의밖에 모르는 사법부의 이단아 이한영, 세상이 그를 필요로 한다.",9.967,네이버 웹툰
409,구름이 피워낸 꽃,비온후,일,"스토리, 로맨스",이름뿐인 왕녀에서 진정한 왕녀로! 아름다운 연꽃 아래 가려진 궁중 로맨스,9.49,네이버 웹툰
410,벚꽃이 흩날릴 무렵,황양,일,"스토리, 드라마",살인미수 현장에서 체포된 범인. 범인은 고등학생이었다. 그 고등학생의 자백이 시작된다.,9.852,네이버 웹툰
411,혀로 만난 사이,집손이,일,"에피소드, 로맨스","맵고 짜고 단거!에 환장하는 야식러버 예능 막내 피디 신달아. 식단 관리 끝판왕 탑배우 조진국과...혀가 연결되었다?! 이후 진국은 자신의 핫바디를 지켜내기 위해 달아의 야식인생을 끝장내려 갖은 수를 쓰는데.. 그렇게 시작된 두사람의 식.단.전.쟁! 한편, 굶주린 달아 앞에 나타난 매력적인 셰프가 있었으니.. 그의 다정한 요리는 달아의 마음을 온통 빼앗고 셰프와의 본격 썸이 시작된다. 달아가 먹는 것을 막으려는 배우 진국과 달아에게 뭐든 먹이고 싶은 썸남 셰프 두 남자 사이에서 갈팡질팡하는 달아의 혀 끝에는 어떤 달콤함이 남게될까? 혀로 만나게 된 세 사람의 짜릿한 삼각로맨스가 시작된다! 2020 지상최대공모전 장려상 수상작!",8.077,네이버 웹툰
412,AI가 세상을 지배한다면,POGO / HOOPA,일,"옴니버스, 판타지","한국은 최첨단 개발에 성공한다. 그 후 100년, 세상은 를 지도자로 맞이한다. 기술 발전의 특이점이 온 세상. 삭막하고도, 기괴한 풍경을 그린 옴니버스.",9.944,네이버 웹툰
413,강남도깨비,이경민 / 송준혁,일,"스토리, 판타지","전세계 44명, 황금의 피를 가진 전교1등을 노리는 도깨비가 나타났다. 지상 최대 공모전 최우수상 수상작!!",9.901,네이버 웹툰
414,학교정벌,나락 / 지앤,일,"스토리, 판타지","학교는 공부하는 곳이 아니다. 학생의 성적과 재능이 무기가 되고, 학교가 이동 요새가 되어 벌어지는 학교정벌! 밑바닥 학교의 전교회장인 마파람이 보여주는 뜨거운 반란.",9.886,네이버 웹툰
415,동생친구,님니,일,"스토리, 로맨스","사고로 부모님이 돌아가신 후 고등학생인 남동생과 둘이 살고 있는 대학교 3학년 가은. 아픔을 겉으로 티내지 않고 밝고 자신감 있게 살고 있다고 본인은 생각 중이다. 딱 자기 취향이었던 남자 친구에게 차인 후 더 이상 연애를 하지 않겠다고 생각했지만, 어릴 때부터 알고 지내던 아는 동생 도완, 동생의 반 반장 상우,알바 중인 미술학원 수강생 준과 엮이며 별안간 연하남들의과 미묘한 분위기가 된다. 동생 친구와 결혼하기로 했다며 친구들에게 청첩장을 건네는 가은. 과연 셋 중 누구와 결혼하게 될까...?",9.974,네이버 웹툰
416,불순물,우열,일,"스토리, 스릴러","웹툰 작가 병호는 데뷔작을 끝낸 후, 1년이 넘도록 차기작을 내지 못하고 있다. 그런 병호에게 연쇄 살인마 건민이 찾아온다. 그는 병호에게 자신의 일대기를 만화로 제작해보지 않겠냐는 제안을 한다. 병호는 주저하지만, 소재에 대한 욕심과 건민의 살인 증거를 모아 신고를 하겠다는 정의감으로 제안을 받아들인다. 두 마리 토끼를 잡으려는 병호의 계획은 과연 성공할 수 있을 것인가?",9.811,네이버 웹툰
417,생존로그,이노,일,"스토리, 액션",구독자 300만을 자랑하는 위투버 쌈쏜 은 다섯 명의 들과 함께 무인도 섬에서 방송을 시작한다. 그들은 보다 자극적인 컨텐츠에 욕심이 생겨 섬의 더 깊은 곳으로 들어가고 무인도인줄 알았던 그곳에는 언제 지어졌는지 알 수 없는 낡은 벙커가 있다. 호기심과 두려움이 공존하던 그 때 일행을 위협하는 무언가 의 습격이 시작된다.,9.814,네이버 웹툰
418,취향 소개소,이다몽,일,"스토리, 로맨스","머리카락을 뽑으면! 이다몽 작가의 신작! 캠퍼스 로망따윈 멀리 던진 채, 고학점과 효율적인 시간관리를 최우선으로 여기는 자발적 아싸 김주연. 새학기를 맞아 학점얻기 쉬운 꿀 교양이라는 즐거운 힐링라이프 를 수강하지만, 주연은 첫 과제부터 1점 처리를 당할 위기에 놓인다. 마땅한 취미도 없고 본인의 취향도 딱히 없는 무색무취 주연은 교수의 권유로 취향 소개소 라는 정체 모를 곳을 방문하게 되는데... 주연이 앞에 나타난 수상한 동아리, 취향 소개소 . 당신이 좋아할 만한 다양한 취향을 소개해드립니다!",9.92,네이버 웹툰
419,거래하실래요?,99C / 백도,일,"스토리, 로맨스","새로운 사랑은 중고거래로 장만하세요 ?! 남친과 헤어진 후, 추억의 물건을 중고거래 어플 동네마켓 에 팔던 한결. 하지만 곧 구매자가 전 남친이란 걸 알게 되고... 당황하던 한결은 때마침 나타난 중고남친 으로 위기를 모면하는데 ! 전 남친 강현과 새로운 인연 이안, 이 삼각관계의 엔딩은 무엇일까? 참새는 새!신부 작가들의 신작!",9.876,네이버 웹툰
420,평행도시,고다,일,"스토리, 판타지","날 찾아온 또 다른 나..? 극악무도한 도플갱어의 습격, 그리고 눈 앞에 펼쳐진 끔찍한 평행세계. 다시 예전의 삶으로 돌아갈 수 있을까?",9.908,네이버 웹툰
421,아르세니아의 마법사,박성호 / SAYM,일,"스토리, 판타지",평범한 고등학생에서 벗어나 레드 드래곤 레이어드에 의해 아르세니아 대륙으로 소환된 이결. 집으로 가기 위해서는 마법사가 되어서 드래곤 하트 조각을 모아야만 한다! 마법사가 되어버린 고등학생 이결은 새로운 동료들과 함께 아르세니아 대륙 모험을 시작한다!,9.914,네이버 웹툰
422,합격시켜주세용,이온,일,"스토리, 판타지",천년째 용이 되려는 수험생 바리와 전설의 과외선생 찬영이의 낙동강 용 합격 수기,9.976,네이버 웹툰
423,전설의 화석,청종 / 아뷰,일,"스토리, 판타지","3년 간의 고생 끝에 북부의 마왕을 쓰러뜨리고 집에 돌아온 애쉴리 루테. 하지만 언니 카넬리언의 명령으로 로지나 아카데미에 복학하게 된다. 최대한 평범하고 조용하게 아카데미 생활을 마무리하려 하지만, 그녀는 이미 유일무이한 복학생으로 유명해져있었다. 게다가 제 2황자 루크와 공작가 영애 벨로크가 애쉴리에게 접근하면서 새내기들의 이목은 더욱 더 집중되는데... 전설의 화석 애쉴리는 풋풋한 새내기들 사이에서 무사히 졸업 할 수 있을까?",9.832,네이버 웹툰
424,다시 또 봄,이힝,일,"스토리, 감성","미움받는 게 싫어서 거절을 잘 못하는 소심한 봄이는 할머니에게 고민을 털어놓으며 스트레스를 풀곤 한다. 그러던 어느날 며칠간 여행을 떠난 할머니는 정신을 차려보니 손녀 봄이의 몸으로 깨어나고 마는데... 말투도, 행동도 전과는 180도 달라진 씩씩한 할머니는 손녀인 봄이 대신에 학교에서 무사히 적응할 수 있을까? 참치와 돌고래 , 같은 도장 이힝 작가의 신작!",9.823,네이버 웹툰
425,결혼까지 망상했어!,문주,일,"스토리, 로맨스",내게는 짝남도 강제 남사친일 뿐 10대 안에 한 번이라도 연애를 해보는 게 소원이지만 호감 상대와 결혼까지 망상하면 절대 성사되지 않는다는 징크스를 지닌 소망. 연애의 연 자도 허용되지 않던 그녀의 현실에도 볕 들 날이 오긴 하는데... 이게 과연 썸이 맞긴 할까? 망상 소녀 소망의 유쾌 발랄 로맨스.,9.973,네이버 웹툰
426,짝사랑의 유서,군밤,일,"스토리, 로맨스","민결은 단골카페 사장님의 동생인 태은을 1년동안 짝사랑 하던 중, 태은에게서 편지 하나를 전해달라는 부탁을 받는다. 알고 보니 그 편지는 유서. 작년에 친구의 죽음을 겪은 민결은 고민 끝에 도움이 되길 바라는 마음으로 태은에게 들이대기로 결심하는데..",9.95,네이버 웹툰
427,잉여특공대,물꾹 / 찰떡,일,"스토리, 판타지",뽀짝이 특공대원들의 슈퍼히어로맨스!,9.724,네이버 웹툰
428,사람은 고쳐 쓰는 게 아니야!,염라 / 구일하,일,"스토리, 판타지","나는 신이 제일 먼저 만든 인간이었다. 나는 사랑받는 게 당연해서 타인에게 한번도 사랑을 베풀지 않았다. 어느 날, 신이 노하여 내 앞에 나타났고 내게 문제를 내었다. 나는 그 문제의 답을 찾을 때까지 마음대로 죽지 못한다. 이번에 환생하면 답을 꼭 찾겠어. 그런데... 뺘아아! 아기 황녀의 몸으로 환생?! 망했다!",9.951,네이버 웹툰
429,황제에게 하트를 심어주세요,"6S / 코코넛베리,율림니",일,"스토리, 로맨스","새벽에 소설을 읽고 잠들었던 여주인공은 눈을 떠보니 소설의 남주인공, 황태자의 어머니인 황후 샬리오니의 몸속에 들어온 것을 알게 된다. 그러나 샬리오니는 황제에게 끌려와 황태자를 낳고 황폐해진 정신을 이겨내지 못해 생을 마감한 비운의 인물! 소설과 같은 운명을 받아들일 수 없기에 여주인공은 자신의 운명을 바꾸고자 마음 먹는다. 하지만 아니나 다를까 소설의 내용처럼 황제는 여주인공에게 반해버리고 마는데... 애증의 관계로 시작된 두 사람 사이에서 사랑은 이뤄질 수 있을까?",9.452,네이버 웹툰
430,데빌샷,CTK,일,"스토리, 판타지","죽음을 마주한 순간, 지하세계의 왕과 계약했다.",9.981,네이버 웹툰
431,굿 리스너,쥬드프라이데이,일,"옴니버스, 드라마","사무실을 공짜로 빌려쓰게 된 만화가 쥬드씨. 그 사무실은 원래 고민상담소로 쓰이던 곳이라 아주 가끔씩이긴 하지만 상담을 원하는 사람이 찾아오는데, 그냥 잘 들어주기만 하면 된단다. 이사를 한 바로 그날 밤, 손님이 찾아왔다. 이야기를 듣는 동안 쥬드씨는 이야기를 그림으로 그리기 시작하고, 다음날 그림을 전달하기 위해 방문한 쥬드씨는 놀라운 사실을 알게 된다.",9.972,네이버 웹툰
432,독신마법사 기숙아파트,기르답 / 재윤,일,"스토리, 로맨스",외교부 문관이 되어 상경한 평범한 아가씨 랑세는 어쩔 수 없는 사정으로 독신 마법사 기숙 아파트에 살게 된다. 사고뭉치지만 순수하고 선한 마법사들과정이 넘치는 공무원 랑세의 시끌벅적한 하루하루!,9.927,네이버 웹툰
433,조선여우스캔들,"문종호, 차소희 / 정후",일,"스토리, 로맨스","우리가 아는 전래동화는 사실 하늘에서 도망친 신수들이 벌인 범죄극이다! 하늘에서 어사로 파견된 여우 시호. 조선 최고의 기생이자 사기꾼 초란. 재주도 많고 사연도 많은 이들이 도깨비들의 수장 담과 함께 인간들을 괴롭히는 악한 신수들을 쫓아, 전래동화 속 이야기를 유쾌하게 뒤집고, 하늘마저 눈물을 흘릴 애틋한 사랑도 함께 시작한다. 바로 지금!",9.955,네이버 웹툰
434,가짜인간,0환이 / 반얀,일,"스토리, 스릴러","폭력을 일삼던 엄마의 손에서 벗어나 동생 수아와 단둘이 살게 된 지아는 무슨 일이 있어도 동생을 행복하게 해주기 위해 늘 고군분투한다. 그러던 어느 날, 여느 때와 다름없이 아르바이트를 하던 지아는 수련회에 간 수아의 번호로 이상한 문자를 받게 된다. 수련회장이 아닌 낯선 곳에 왔다는 수아, 수아는 앞으로 행복한 삶을 살게 될 것 이라 말하는 정체불명의 누군가. 그날의 문자를 끝으로 수아는 돌아오지 않고, 주변 사람들은 모두 무심하거나 수상하다. 언제까지고 다른 이들의 도움을 기다릴 수는 없는 상황. 동생을 되찾는 방법은 지아, 자신이 스스로 나서는 것 하나뿐이다. 고등학교 친구 원승을 데리고 험난한 여정을 떠나는 그녀는 수아의 실종 뒤에 드리운 기묘한 사이비 종교의 소용돌이를 파고들어야 한다.",9.383,네이버 웹툰
435,"라커, 오프너",만취 / 바른꽃,일,"스토리, 판타지","무엇이든 여는 능력을 가진 김도빈 형사 앞에, 무엇이든 잠가버리는 범죄자 라커 가 나타난다. 중요한 진실, 하나뿐인 관계, 천재적인 재능이 속수무책으로 잠겨버리는 사건들 앞에 라커 를 잡기 위한 오프너 의 분투...!",9.939,네이버 웹툰
436,소녀 해미,이현우,일,"스토리, 스릴러",난 당신을 지옥으로 보낼거야 복수를 꿈꾸는 소녀 해미. 그녀는 천재적인 머리를 활용하여 재벌가 손녀딸로 신분 세탁을 하는데...,9.903,네이버 웹툰
437,위험한 신입사원,박수정 / Jiya,일,"스토리, 로맨스",신입사원만 기다려온 입사 3년 차 그녀 정유림 그런데 왜 하필 회장님의 친손자가 신입 막내라니?! 신입사원 연하남과 위험천만 비밀 연애가 시작된다.,9.84,네이버 웹툰
438,오늘 밤만 재워줘,해번 / 유나나,일,"스토리, 로맨스","28살 모태솔로 감규리, 드디어 남자에게 고백 을 받았는데... 술에 취해 기억이 나지 않는다?!",9.722,네이버 웹툰
439,호수의 인어,박새,일,"스토리, 로맨스","수영선수를 꿈꾸는 담영은 대회를 앞두고 희소병이 재발한다. 하지만 담영은 대회를 포기하지 못하고 학교에서 도둑 수영으로 훈련을 이어간다. 그러던 어느 날 전학생 해수에게 도둑 수영을 들키게 되고, 담영은 해수의 비밀을 알게 된다. 이후 담영과 해수는 서로의 비밀을 이용해 은밀한 계약 관계를 맺는다.",9.973,네이버 웹툰
440,제타,하지,일,"스토리, 스릴러",극심한 슬럼프에 안드로이드 제타 의 그림을 표절해버린 금세기 최고의 천재 화가 최후람 . 그 사실을 숨기려는 최후람과 파헤치려는 제타의 피튀기는 4주 간의 미술제가 시작된다! 인간 이하의 인간과 인간 이상의 안드로이드가 보여주는 아이러니. 과연 최후의 승자는 누가 될 것인가?,9.76,네이버 웹툰
441,푸른불꽃,닺,일,"스토리, 드라마",유년시절 트라우마를 겪은 문가야 . 새롭게 전학 온 학교에서 완벽한 모범생이자 모두에게 사랑받는 여왕 차애리 를 만난다. 위험하면서도 아름다운 그녀에게 가야는 점점 빠져들게 되고 억눌러왔던 내면의 무언가가 깨어나기 시작한다. 이 지옥에서 우린 자유로워질 수 있을까?,9.84,네이버 웹툰
442,데이즈,양수,일,"스토리, 스릴러","대한민국 최고 재벌가의 첫째 아들이자 집안의 망나니 한지한 은 오늘도 거하게 취했다. 오랜만에 아버지의 부름을 받고 집으로 갔지만 그 곳에는 아버지와 동생의 시체, 홀로 살아 있는 막내 한지훈 만이 있었다. 어제까지 어리광 부리던 막내가 수많은 경찰들 앞에서 손가락을 들어 한지한 을 범인으로 지목하는데?!",8.705,네이버 웹툰
443,샤인 스타,김현,일,"스토리, 로맨스","전학생 선유별이 좋아하는 김샤인은 학교에서 유명한 달리기 스타. 잘생긴 얼굴에 뛰어난 운동신경! 내가 지금보다 조금 더 빨라지면, 그래서 김샤인을 앞지를 정도로 빨라진다면 나를 바라봐 줄까? 달리기보다 잿밥에 관심 많은 달리기 천재 선유별과 오로지 달리기밖에 모르는 달리기 바보 김샤인, 육상부 소년소녀들의 좌충우돌 청춘 성장 드라마.",9.951,네이버 웹툰
444,호시탐탐,박현정,일,"스토리, 로맨스","윗집엔 호랑이? 아랫집엔 곰! 그 녀석이 이사 온 후 이상한 일이 생긴다. 곰과 호랑이의 시대를 넘은 로맨스, 그 결말은?!",9.644,네이버 웹툰
