id,title,author,genre,story,score,platform
157,너에게만 보이는,소소만,"스토리, 드라마","나의 위로가 너에게 닿기를!항상 쓸쓸한 처지인 나주금은 유일한 버팀목이자 친구인 반려견 찰덕이마저 떠나자 큰 슬픔에 빠진다. 그런 그녀 앞에, 7년 전 꼭 다시 만나자 고 굳게 약속했던 친구 서일상이 나타나는데...",9.97,네이버 웹툰
158,이것도 친구라고,제야,"스토리, 드라마",내 평범한 일상을 조여오는 시한폭탄 같은 녀석들이 찾아왔다! 파란만장한 청춘 라이프,9.96,네이버 웹툰
159,비질란테,CRG / 김규삼,"스토리, 액션",법은 구멍이 나 있다. 내가 그 구멍을 메운다. 널 풀어준 법을 원망해라.,9.98,네이버 웹툰
160,우리는 요정!,억수씨,"옴니버스, 감성","당신의 추억이 깃든 모든 것에 우리, 요정이 있을지도 모릅니다.억수씨 작가가 그리는 뽀짝 코믹 갬성 옴니버스 18부작.",9.93,네이버 웹툰
161,너에게 나를 던진다,김대호 / 낫츠,"스토리, 액션",한국으로 돌아온 일본 인기 프로레슬러 차혜성. 우연한 기회에 앞집 소년 한별을 위기에서 구해주고... 한별은 혜성의 경기를 본 뒤 프로레슬러의 꿈을 키운다. 5년 뒤 불의 사고로 인해 페인이 된 혜성 앞에 나타난 한별! 아재 고딩의 인생 뒤집기가 시작된다!,9.49,네이버 웹툰
162,우리는 여기!,달꼬냑,"스토리, 드라마",새학기가 시작된지 일주일이 지났다.하나 둘 씩 모이더니 어느세 다들 친구를 가진 것 같다. 나만 빼고...너.나. 우리 의 학원 성장 드라마,9.97,네이버 웹툰
163,4층복도끝천국,효조 / POST,"스토리, 로맨스",해가 지면 나를 찾아와줘!따뜻한 저녁 바람이 교실을 감싸고 주황빛 저녁 노을이 너와 나를 물들일 때 비로소 여긴 천국.,9.75,네이버 웹툰
164,무주의 맹시,마누비,"스토리, 로맨스",삼신할미의 저주를 풀기 위해산신이 되는 세아의 파란만장 고교 생활!,9.95,네이버 웹툰
165,병의 기록,베어리,"에피소드, 드라마",충성! 이건 진짜 군대 이야기지 말입니다!,9.77,네이버 웹툰
166,깁스맨,맹물,"스토리, 드라마",정의를 위해 일진으로 살았다. 근데 정의가 뭔지는 알아?한 번의 잘못된 선택이 불러온 전혀 다른 결과... 연애학 맹물 작가의 고등학생 이야기.,9.85,네이버 웹툰
167,날 가져요,로즈빈 / 원펀치래빗,"스토리, 드라마",썸타는 영혼과의 살 떨리는 동거 어느 날부터 찬양의 집에 영혼이되 영혼이 아닌 그 가 찾아오기 시작한다. 두려움에 피하기만 하던 찬양은 드디어 용기를 내 낯설고 두려운 그 와 마주하는데...,9.94,네이버 웹툰
168,체크포인트,송가 / 은소,"스토리, 드라마",내 인생에 세이브 포인트가 있다면?하루에도 수십 번씩 시간을 되돌리는 남자.,9.96,네이버 웹툰
169,이별의 품격,해마 / 억수씨,"스토리, 드라마","만남은 이별과 늘 함께 있다.멋진 만남이 중요하다면 좋은 이별 또한 소중하다.세상에는 멋진 만남을 말하는 사람들뿐, 좋은 이별을 말해주는 사람은 없다.여기, 멋진 이별을 준비하는 사람들을 위한 곳이 있습니다. 이별의 품격 의 문을 열고 들어오세요.",9.81,네이버 웹툰
170,차라리 만나지 않았더라면,Mlizard,"스토리, 스릴러","새로 부임한 잘생긴 부교수 남상현은 같은 대학교 학생 김유리와 사랑에 빠진다.운명인 줄 알았던 그녀를 만난 후 계속 뜻밖의 사고에 휘말리게 되고, 그의 인생은 점점 알 수 없는 방향으로 흘러가는데",9.52,네이버 웹툰
171,사냥개들,정찬,"스토리, 액션","빚 때문에 얽힌 세 명의 젊은이들, 그들이 보여주는 더러운 돈 사냥이 시작된다.",9.78,네이버 웹툰
172,옆집친구,이한솔,"스토리, 로맨스",그냥 옆집친구였던 네가이제는 다르게 보여,9.88,네이버 웹툰
173,스크립토리움,Song,"옴니버스, 판타지","신화, 전설, 그리고 우리들의 이야기 미쳐 날뛰는 생활툰 작가 단편선.",9.95,네이버 웹툰
174,나의 우주,공이 / 김문경,"스토리, 로맨스",외계인이 있다면 만나보고 싶어. 어느날 갑자기 우주가 내게 말을 걸어왔다. 그것도 짝사랑 남학생의 얼굴을 한 채로...?,9.93,네이버 웹툰
175,우리 사장님은 개,레나,"에피소드, 일상",펫시터 알바를 하게 된 알바군. 어떤 강아지를 만나게 될까 두근거리는 마음으로 사장님을 찾아가는데 그 사장님이 거대한 시베리아 허스키?! 알바군과 그의 사장님의 즐거운 일상 이야기!,9.96,네이버 웹툰
176,헬 인 파라다이스,비열한 호떡 / -2℃,"스토리, 로맨스","부모를 모르며 어렵게 자란 고2 여학생 조지아. 주변 사람들에게 멸시를 받고 그 흔한 아르바이트 자리도 구하기 쉽지 않은, 정말 말 그대로 되는 게 없는 인생을 살고 있다. 그런 인생을 한탄하던 중 갑자기 지옥 사자가 앞에 나타나고, 영혼을 대가로 소원을 이루어주겠다고 한다. 계약을 하려던 그때, 하늘에서 천국 지사가 나타나며 이중계약이 되어버리는데?!",9.83,네이버 웹툰
177,차가운 장례식,탐토,"스토리, 판타지","평범한 여고생이었던 한세영은 소꿉친구 김진서가 자살 후 산송장이 되어 되살아나는 것을 목격한다. 세영은 산송장이 된 진서와 접촉 후 위퍼 라는 기생충에 감염되어 남다른 신체적 능력을 얻게 되고, 이를 계기로 위퍼를 제거하고자 움직이는 비밀 경찰 생활안전국 비밀상장과 에 스카웃되는데",9.87,네이버 웹툰
178,열불 로맨스,홍치,"스토리, 로맨스",죽기 싫으면 연애하라!화 많은 소녀 불화자의 살기 위한 필 수 로맨스.,9.96,네이버 웹툰
179,나의 첫번째 새벽,신매,"스토리, 감성",아빠의 갑작스런 죽음 이후로 후회와 죄책감에 살던 이슬. 그녀 앞에 하늘을 나는 소년이 나타났다. 너에게 작은 용기를 줄게.,9.94,네이버 웹툰
180,갓물주,HD3,"스토리, 드라마",과거로 갈 수 있는 건물을 얻게 된 평범한 청년 송강기.시간 이동으로 내가 얻은 이득만큼 누군가는 피해를 보게 되는 파이 싸움의 현실!강기는 과연 어떤 선택을 해 나갈 것인가...,9.9,네이버 웹툰
181,죽어도 로맨스,권혜민 / 단염,"스토리, 로맨스",귀신을 보는 장의사 오안나와 좀비가 되어버린 우주 대스타 류빈의 오싹달콤한 로맨스가 시작된다!,9.78,네이버 웹툰
182,극야,운 / 한 큰빛,"스토리, 스릴러","폭설, 강풍, 혹한 그리고 반 년 간의 길고 긴 밤이 이어지는 남극의 겨울.지구상 최악의 조건에 고립된 연구원들 앞에 정체불명의 무언가 가 나타났다.",9.96,네이버 웹툰
183,선녀야 야옹해봐!,햄톨탱크,"스토리, 로맨스",사랑 인연을 이어주기 위해 지상에 온 선녀 초미.톱스타 강수에게 냥줍을 당하다..!!,9.79,네이버 웹툰
184,커넥트,신대성,"스토리, 스릴러",그 놈은 날 죽였다. 하지만 난 되살아났고 그놈에 복수하기로 했다.내 눈을 가져간 자기 눈에 이식한 그놈이 보는 풍경이 내게도 보인다.누군지 모르겠지만 곧 다시 만나게 될 것이다.,9.58,네이버 웹툰
185,연하의 맛,나영 / 승우,"스토리, 로맨스","남친인 안그림에게 아무런 이유도 듣지 못하고 차인 공인주. 안그림에게 의존해 생활했던 인주는 그림의 빈자리를 크게 느끼며 그를 되찾을 계획을 세운다. 그 계획의 첫 번째는 그림의 질투를 유발하는 것! 이를 위해 봉사활동에서 만난 잘생긴 후배 서윤을 꼬셔보려고 하지만, 서윤에게는 좋아하는 사람이 있었는데 . 사랑을 쟁취하기 위해 동맹을 맺기로 한 두 사람의 끝은 ?!",9.53,네이버 웹툰
186,인생존망,박태준 / 전선욱,"에피소드, 액션",학교 다닐때 날 지독하게 괴롭힌 너 때문에 난 인생이 망했어.그런데 왜 넌 안 망하고 오히려 더 떵떵거리며 사는거야?너도 한번 내가 되어서 너한테 똑같이 당해봐!!,9.85,네이버 웹툰
187,일진이 사나워,강환영 / 김현아,"스토리, 드라마",갑작스러운 고백으로 만난 나와 정반대인 남자친구. 우리... 왜 사귀는거지?,9.83,네이버 웹툰
188,봉이 김선달,"양우석,정하용 / 제피가루","스토리, 시대극",평양에서 훈장으로 소일하고 있던 봉이 김선달.평안감사로 온 조덕영의 폭정에 신음하는 백성을 대표하여 세상에 나오다!,9.8,네이버 웹툰
189,잭슨의 관,CTK,"스토리, 액션","평범한듯 평범하지 않은 일을 하는 평범한 ? 장의사와 도둑들의 훔치고, 속이고, 빼앗는 유쾌한 약탈 사기 작전!도둑들에게 잘못 얽힌 장의사의 얼굴엔 상처가 없는 날이 없다!",9.94,네이버 웹툰
190,인싸라이프,힐링달,"스토리, 드라마",내 옷이 맘에 들어? 비밀 계정에서 라이크로 샀어!원하는 것은 무엇이든 이루어주는 비밀 계정이 생겼다,9.09,네이버 웹툰
191,에리타,d몬,"스토리, 드라마","데이빗 몬작가 사람 3부작 그 두 번째 이야기.마지막 남은 인류의 존재 그리고, 에리타.",9.95,네이버 웹툰
192,꼬맹이를 부탁해!,마라링,"스토리, 로맨스","좋아하는 누나에게 고백하고 차인 호연, 그런데 집에 놀러 온 귀찮은 꼬맹이가 누나의 동생이라구?! 고백도 하고, 애도 돌보고! 꼬맹이와 함께 하는 일상!",9.97,네이버 웹툰
193,무모협지,초신우,"스토리, 개그",강호를 평정했지만 그를 괴롭히는 한가지 고민그것은 바로 대.머.리.발모제를 향한 그의 모험이 시작된다!,9.95,네이버 웹툰
194,레사 시즌2~3,POGO,"스토리, 판타지","어둠을 따르는 자와, 빛을 따르려는 자. 마침내 모두에게 공평한 멸망의 때가 왔다...! 멸망을 막기 위한 신들의 전쟁.",9.97,네이버 웹툰
195,하늘아래 우체부,란게,"스토리, 판타지","라이벌 우체부로 인해 날개가 부러져버린 제비 우체부 카르테로는자신의 목적지였던 최초의 섬, 프리메로에 떨어지게 되고 그곳에서 꿀벌 소녀인 아벨리의 도움을 받게 된다.",9.4,네이버 웹툰
196,라라파루자,YUYU,"스토리, 액션","남양주를 제패한 남고생, 싸움꾼 홍민재 . 곳곳을 돌아다니며 싸움을 걸고 다니는 그를 사람들은 하얀 머리를 가진 표범 설표 라 부른다.길거리 싸움은 폭력일 뿐! 진정한 싸움은 무대에서 펼쳐진다!천상천하 유아독존 싸움꾼 소년의 도전이 시작된다!",9.38,네이버 웹툰
197,괴물신부,상범 / 스테익,"스토리, 판타지",어느날 해나에게 찾아와 신랑으로 삼아달라는 꽃미남들.그들에게는 엄청난 비밀이 있었다!?,9.94,네이버 웹툰
198,언데드,김우준,"스토리, 스릴러","대한의 혈청을 통해 회복되는 듯 보이던 좀비 바이러스들에 문제가 생겼다. 복원센터는 더이상 대한의 혈청이 듣지 않아 난관을 겪고, 대한일행은 석배를 회복시킬 새로운 혈청 을 찾기 위해 무법지대로 떠나지만, 그곳에는 또 다른 시련이 기다리고 있다!",9.82,네이버 웹툰
199,화장 지워주는 남자,이연,"에피소드, 드라마",밋밋한 얼굴의 대학생이 천재 메이크업 아티스트의 뮤즈?!,9.94,네이버 웹툰
200,악마와 계약연애,장진 / 움비,"스토리, 로맨스",아무것도 원하지 않는 인간 한나.갑자기 나타난 악마와 영혼을 걸고 계약을 하게 되다?!,9.98,네이버 웹툰
201,땅 보고 걷는 아이,다온,"스토리, 드라마",나는 항상 주눅들어있는 아이였다.폭력이 나에게 미친 영향에 대한 이야기.,9.95,네이버 웹툰
202,사이드킥 2~3,신의철,"스토리, 판타지",슈퍼히어로의 조수 사이드킥 악당 빌런들과 맞서 싸우는 슈퍼히어로와사이드킥들의 이야기!,9.97,네이버 웹툰
203,물레,고긱,"스토리, 드라마",첫 술자리에서 전과 선언.이거 내 얘기 아니지..?,9.82,네이버 웹툰
204,유비님께 투자하겠어,B급달궁 / 이유정,"스토리, 판타지","지금까지의 삼국지는 잊어라!꽃미남 영웅들과 초보 투자가의 짠내 나는 촉나라 경영 스토리!...삼국지의 유비, 관우, 장비와 20대 여성 제나의 본격주식회사경영판타지코믹로맨스 를 통해 새로운 즐거움을 선사한다!!",5.02,네이버 웹툰
205,[드라마원작] 유미의 세포들,이동건,"에피소드, 로맨스",유미는 지금 무슨 생각을 하고 있을까?그녀의 머릿속에서 바쁘게 움직이는 세포들 이야기!,9.93,네이버 웹툰
206,현혹,홍작가,"스토리, 스릴러","매혹적인 여인의 초상화 의뢰를 맡은 화가. 시간이 지날수록 밝혀지는 여인의 정체와 미스터리한 사건들, 그리고 어느새 여인에게 현혹된 화가의 이야기",9.97,네이버 웹툰
207,2020 호랑 공포 단편선,호랑,"옴니버스, 스릴러",진짜 공포를 보여드리겠습니다 옥수역 귀신 봉천동 귀신 으로대한민국을 공포에 몰아넣었던 호랑작가가2020년 새로운 귀신 이야기로 다시 돌아왔다!,9.87,네이버 웹툰
208,이웃집의 훈훈한 스토커군,teamGOGI+,"스토리, 로맨스",친절한 매너와 훈훈한 얼굴로 학교 내 최고의 인기남 진범.그가 사실은 스토커라고?!이웃집에 미워할 수 없는 훈남 스토커가 산다!,4.9,네이버 웹툰
209,회춘,기안84,"에피소드, 드라마",두 번의 청춘이 오는 세상에서살아가는 사람들 이야기.기안84 작가의 새로운 작품!,9.73,네이버 웹툰
210,헌팅,은성 / 전영륜,"스토리, 스릴러","과거에 엑소시스트로 유명했던 목사 에스틴, 에스틴은 악마와의 싸움을 통해 부와 명예를 얻었지만 결국 모든 걸 잃고 교도소에 갇히는 신세가 된다.매일매일 기자와 영화제작자와 싸우며 교도소의 생활에 익숙해진 에스틴, 그런 그에게 과거 자신을 변호했던 변호사가 찾아온다. 변호사는 자신의 딸에게 악령이 깃들었다며 에스틴에게 도움을 요청을 하고 에스틴은 결국 악마와 다시 만나기 위해 교도소를 떠나는데",9.83,네이버 웹툰
211,반중력소녀,겨울,"스토리, 로맨스","특별하게 태어난 소녀과 평범한 소년, 만나다!",9.89,네이버 웹툰
212,물고기가 보이는 남자,차세기,"스토리, 드라마",사람들의 머리 위 물고기를 볼 수 있는 특이한 능력을 가진 남자 한아리 . 물고기의 비밀을 파헤쳐 가며 벌어지는 놀라운 일들과 그 속에서의 인생 이야기.,9.95,네이버 웹툰
213,결백한 사람은 없다,서각,"스토리, 드라마",15년 전 실종된 아이가 돌아왔다.초능력을 가진 순경의 아동실종 심리 수사극,9.84,네이버 웹툰
214,링크보이,광진 / 두엽,"스토리, 판타지",약육강식의 무법도시.잘못된 이 도시를 바로잡는다.,9.79,네이버 웹툰
215,사우러스,이노,"스토리, 판타지",다시 돌아온 공룡의 시대! 무너진 인류 문명을 지키려는 자들과 이를 방해하려는 세력의 치열한 전투가 시작된다.,9.83,네이버 웹툰
216,미스터 해녀,빡세,"스토리, 개그","제주도에 정착한 웹툰작가 빡세,과연 그는 해녀 학교의 모든 훈련을 무사히 마치고해녀왕이 될 수 있을까?",9.19,네이버 웹툰
217,그녀는 무사다,명랑 / 부겸,"스토리, 액션",고리의 마지막 무사 집단. 백귀를 이끌었던 그녀의 일대기.이제는 기억하는 이 하나없이 사라져버린 백귀단 의 존재 속에서 그 누구보다도 강하고 아름다운 꽃을 피웠던 한 소녀의 이야기가 시작된다.,9.7,네이버 웹툰
218,세상과 하늘 사이,우기리,"에피소드, 로맨스",한류스타가 내 남편이 됐다?!현재 잘나가는 한류스타인 이세상 은 암 진단을 받은 상태. 사실 5살 짜리 딸 하늘이가 있는 미혼부인 그는 불안해한다.그는 보육교사 라경에게 고액을 제시하며 계약결혼을 제안하는데 ?!,9.36,네이버 웹툰
219,선녀님은 휴가중,으늬,"에피소드, 로맨스","천방지축 천상계 공주님과 철벽 재수탱이 지구인과의 사랑 만들기!! 매일 온라인 게임과 나이트에서 밤새 올나잇을 즐기는 철부지 공주, 직녀!어느날, 그런 딸이 못마땅한 옥황상제는 직녀를 시집 보내겠노라 선언한다.야밤도주한 직녀는 게임 내 원수지간이던 온달의 집에 가정부로 일하게 되는데 !",9.62,네이버 웹툰
220,노력의 결과,악파,"스토리, 스릴러","완벽주의 아버지 밑에서 자란 재경, 이번 시험에서도 전교 1등을 사수해야 한다.",9.95,네이버 웹툰
221,운수 오진 날,아포리아,"스토리, 스릴러","괴상하게도 오늘은, 운수가 좋더라니... 함부로 낯선이와 동행하지 마라...!",9.59,네이버 웹툰
222,그녀의 버킷리스트,황양 / 솦,"스토리, 드라마","이것만 다 이루면... 미련없이 오빠 곁으로 갈게. 세상을 떠난 남자친구를 따라서, 죽기 위해 이뤄가는 그녀의 완벽한 버킷리스트",9.94,네이버 웹툰
223,형의 그녀,박재성 / 박성재,"스토리, 로맨스","가난한 고등학생 유정인에게 내려진 특명, 쌍둥이 형으로 위장하는데 성공하면 500억을 가질 수 있다!!?!!하지만 형과 남다른 인연을 맺었던 미소녀들이 시시각각 그의 정체를 의심하고, 추궁해온다.형이 눈독 들였지만 손에 넣지 못했던 고고한 재녀, 서희. 임무를 도와주겠다고 하지만 완전히 믿을 수 없는 쿨한 전학생, 자청비. 어리고 순수한 약혼녀지만 애정표현은 대담한 이예나.유정인은 그를 둘러싼 소녀들에게 정체를 들키지 않고 형으로 위장하는데 성공할 수 있을까?!",8.72,네이버 웹툰
224,나랑 살래?,은희,"스토리, 로맨스","만 20살의 생일날 친척 집에서 쫓겨나 거리를 걷던 중 귀신의 집 으로 소문난 집 앞에서 잡귀들에게 쫓겨난 두 귀신을 마주하게 된 노을. 귀신의 집 을 싸게 구입해 잡귀들을 몰아내고 두 귀신과의 동거를 시작하게 된다! 3년 전 의문의 사고로 죽게 된 후 저승 버스를 타고 가던 중, 버스에서 내려 이승을 헤매게 되었다는 두 귀신은 자신들의 이름과 이승에 만나야 할 사람이 있다는 것 외에는 기억이 없고...대학을 휴학하고 아르바이트를 구하던 노을은 우연히 마주친 박수무당 만복의 제안으로 인기 신인배우 도한이 소속된 회사에서 퇴마의 일을 하게 되고, 그러던 중 마주한 도한에게 난생처음 두근거림을 느끼게 되는데...!",9.36,네이버 웹툰
225,가난을 등에 업은 소녀,B급달궁 / 오은지,"스토리, 로맨스",흔하디 흔한 재벌후계자와 캔디도 울고 갈 박복한 가난소녀의 파란만장 동거기!인기작 다세포소녀 의 웹툰판!,9.08,네이버 웹툰
226,오컬트,신진우 / 최봉근,"스토리, 판타지","준혁 은 미지의 힘을 가진 락샤사의 목걸이를 우연히 손에 넣게 되고, 그로 인해 괴인 마일 의 표적이 된다. 생명의 위협을 느끼며 쫓기던 준혁은 오컬트 라는 정체불명의 회사의 도움을 받게 되는데... 기괴한 것들과 이능력자들의 대결이 시작된다.",9.16,네이버 웹툰
227,교환일기,한끼룩,"스토리, 드라마","인싸로 살아가던 여대생 한나무, 생일파티에 가던 길에 교통사고를 당하고...왕따 여중생이 되어 깨어나다.",9.94,네이버 웹툰
228,8월의 눈보라,김리아,"스토리, 로맨스",교복모델이었던 보라는 암흑 고3 시절을 거치며 이전의 모습은 온데간데 없다.설상가상 재수까지 하게되고 학원에서 첫사랑 현우를 마주치고야 만다. 가장 빛나는 시절 만났던 너에게 가장 어두운 지금 나를 보여주고 싶지 않아.,9.36,네이버 웹툰
229,웅이는 배고파,박웅,"에피소드, 일상",배고픈 웅이의 먹부림 이야기,9.73,네이버 웹툰
230,데드라이프,후렛샤 / 임진국,"스토리, 액션","지능을 가진 좀비,세상을 파멸시킬 것인가 구원할 것인가.",9.65,네이버 웹툰
231,거미,모아이,"스토리, 스릴러",거미 떼로 뒤덮인 섬마을.의심의 거미줄 속에서 그녀는 탈출할 수 있을까?,9.9,네이버 웹툰
232,개미,재희,"스토리, 스릴러",우리의 발 밑에 그들이 살고있다.,9.8,네이버 웹툰
233,가타부타타,숭어,"스토리, 로맨스","모든 게 서툴고 어색했던 중학교 2학년 15살의 첫 연애.그렇게 헤어졌던 첫사랑을 같은 대학, 자취방 바로 옆집에서 다시 마주하다! 사랑이 뭔지, 연애가 뭔지 아직도 헷갈리고 서툴기만 한 스무 살. 과연 이번엔스스로에게 당당하고 서로를 솔직하게 마주하는 연애에 성공할 수 있을까?",9.95,네이버 웹툰
234,어쩔꼰대,강선율 / Jencil,"스토리, 액션",빵셔틀과 뒤바뀐 꼰대 조폭?!이제 일진은 꼰대로 잡는다,9.85,네이버 웹툰
235,갑자기 커피,우 / 리지,"스토리, 개그","스무살, 첫 커피 그리고 첫 사기 ?!세계 최고의 바리스타였던 지오반니와 조금 ? 은 특이한 직원들과 함께하는20살 동우의 본격 카페 알바 이야기!",9.78,네이버 웹툰
236,가담항설,랑또,"스토리, 판타지",이번 주인공은 돌이다!돌이지만 동료도 모으고 악당도 물리친다!랑또 작가표 동양 판타지 소년만화,9.98,네이버 웹툰
237,떨림,원수연,"스토리, 로맨스","사랑한 사람을 가슴에 묻고 신부가 된 남자. 그리고 어느날 그의 앞에 고해성사를 하는 그녀가 나타났다. 그녀는 2주 후 결혼을 앞뒀고, 고해실에서 과거에 사랑했던 남자를 다시 만나고 싶다고 고백을 하는데!",8.64,네이버 웹툰
238,헬로도사,웅비,"스토리, 판타지",이번 생에도 안녕? 천재도사와 그가 지켜야 하는 어느 소녀의 이야기.,9.62,네이버 웹툰
239,오버더문,포르토 / 이승준,"스토리, 스릴러",버스에서의 사고 후 잃어버린 2주 동안의 기억.하늘에 뜬 푸른 달과 날아드는 수백 건의 달빛을 받으라는 문자들.조심해. 너도 달빛을 쐬면 괴물이 되어버릴 테니까.,9.94,네이버 웹툰
240,패밀리 사이즈,남지은 / 김인호,"에피소드, 일상",삼형제와 이제막 태어난 막내딸까지!결혼 십 년 차에 가족의 규모 패밀리 사이즈 가 부쩍 커진한 만화가 부부의 육아와 삶 이야기,9.96,네이버 웹툰
241,비스트사인,해밀k / Sodapie,"스토리, 판타지",누나를 대신해 요리 가문의 임시 당주가 된 소년 한세찬 . 그리고 지상 최강의 짐승이라 자칭하는 베히모스 까지! 그들이 함께 펼치는 학원 개그 판타지!,8.28,네이버 웹툰
242,가족의 초상,김승택,"에피소드, 드라마","할머니의 죽음과 그로 인한 가족들의 변화를 겪어 나가면서, 당연하게만 생각했던 가족의 소중함을 깨닫게 되는 이야기이다.",9.86,네이버 웹툰
243,위대한 방옥숙,매미 / 희세,"스토리, 드라마",한강 조망권 지키려다가 한강에 시체를 유기한 여자들의 이야기. 내 집값은 내가 지킨다! 마스크걸 매미 희세 작가의 신작!,9.95,네이버 웹툰
244,닥터 하운드,아루아니 / 레임,"스토리, 스릴러",인간의 생각과 감정 그리고 죽음의 흔적까지꿰뚫어 보는 눈을 가진 남자 하운드 그 앞에 벌어지는 기괴한 연쇄 자살 사건!,9.97,네이버 웹툰
245,2020 최애캐의 MBTI,웹툰작가,"에피소드, 일상","사랑, 갈등, 눈물.. 그래서 그랬구나내가 좋아하는 웹툰 주인공, 어떤 타입일까?최애캐들의 를 기대해주세요!",9.65,네이버 웹툰
246,열등의 조건,또이,"스토리, 드라마",전교 2등만 해오던 정아.불안감에 시험지를 훔치게 된다.,9.88,네이버 웹툰
247,야자괴담,이도광,"옴니버스, 스릴러","어느 날 듣게 된 우리 학교의 야자 괴담. 그날 밤, 괴담이 현실이 되어 나를 찾아왔다.",9.95,네이버 웹툰
248,지옥,연상호 / 최규석,"에피소드, 스릴러",어느날 갑자기 인간들이 직면한 기적인지 저주인지 알 수 없는 초자연적 현상.감당할 수 없는 현실을 감당하기 위해 사람들이 만들어 가는 지옥.부산행 연상호 감독과 송곳 의 최규석 작가가 만났다!,9.77,네이버 웹툰
249,공포단편선X,김대일,"에피소드, 스릴러",작가 김대일 의 섬뜩한 연출력이 만든 공포단편선 ! 이색적인 공포 이야기들을 단편으로 다양하게 보여준다. 끝나는 순간까지 결과를 예측할 수 없는 공포가 다가온다.,9.72,네이버 웹툰
250,데빌카운터,해밀k / 김학영,"스토리, 액션",악마숭배자들의 악마 소환 의식이 시작되는 어느 마을의 성전. 바티칸의 구마사제 카일 이 의식을 막고 성전을 통째로 날려버린다.다혈질의 성격과 폭력적인 사제활동으로 인해 카일 은 고스트 컴퍼니로 근신을 처하게 되는데 . 악마와 싸우는 고스트 컴퍼니의 활약이 시작된다!,8.95,네이버 웹툰
251,보글보글,요나,"에피소드, 감성",할미식당 에서 일어나는 가슴 든든한 이야기,9.92,네이버 웹툰
252,빨강,그냥연어,"스토리, 로맨스","7년의 연애, 7년의 시간에 온전히 녹아든 우리의 마지막",9.78,네이버 웹툰
253,만찢남녀,님니,"스토리, 로맨스","10년도 더 된 순정만화의 주인공이 자신과 이름도, 얼굴도 똑같다는 이야기를 듣게된 한선녀.우연히 그 만화책을 얻게 된 선녀는 호기심에 만화책을 읽다가 잠이 들고, 눈을 떠보니 옆에 누워 있는 사람은 만화 속 남자 주인공 천남욱. 남욱이 만화를 찢고 나온 그 순간부터, 순탄하게 흘러가던 선녀의 학교 생활이 꼬이기 시작한다.",9.97,네이버 웹툰
254,친애하는 X,반지운,"스토리, 드라마","국내 최고의 여배우 백아진 의 몰락,그리고 그 뒤에 숨겨진 그녀의 두 얼굴네이버웹툰 최강자전 18년 대표작.",9.97,네이버 웹툰
255,11me,고지애 / 영재영,"스토리, 드라마","또 다른 내가 11명, 신의 선물일까 혹은 장난일까?",9.88,네이버 웹툰
256,천사가 아니야,박유나 / 표류,"스토리, 드라마",열혈 신부와 비밀스러운 양호 교사의 피 튀기는 갱생 로맨스,9.96,네이버 웹툰
257,POGO 공포단편선 - 혼집,POGO,"스토리, 스릴러",작가 공포 실화!이상한 집으로 이사를 왔다.그런데 그 집엔 분명히 뭔가가 있다...!,9.91,네이버 웹툰
258,문래빗,이난,"스토리, 개그",수 세기 전 용왕에게 몰락한 토끼일족피의 복수를 위해 전학 온 인간 병기 도생원의 해신고 정복기,9.97,네이버 웹툰
259,꽃 피는 날,두루,"스토리, 로맨스",등교 버스에서 시작된 삼각관계 로맨스!나라에게도 꽃 피는 날이 올까?2017 청춘로맨스 대전 우수상 수상작,9.95,네이버 웹툰
260,우주최강대스타,젤리피쉬 / 도힌이,"스토리, 로맨스",반전 ? 셀기꾼 수지와 아이돌 루시퍼 가 로 엮이면서 벌어지는 속고 속이는 위험천만 반전 밀당 로맨스 본 작품은 시리즈 오리지널 작품으로 네이버웹툰에서 듀얼연재됩니다.,8.88,네이버 웹툰
261,법대로 사랑하라,노승아 / 일리,"스토리, 로맨스",미스코리아 출신이자 변호사인 김유리는 잘 다니던 대형 로펌을 때려치우고 갑자기 카페를 차린다. 임대계약을 위해 만난 건물주님이 고등학생 때부터의 친구인 정호라는 걸 알기 전까지 그녀의 꿈은 찬란하기만 했는데... 사람 헷갈리게 만드는 추리닝 또라이 정호의 속마음은 대체 뭘까?,9.49,네이버 웹툰
262,어글리 피플즈,배사과,"스토리, 스릴러",내가 이렇게 불행한 이유? 모든 것은 지긋지긋한 외모지상주의 때문이야.,9.44,네이버 웹툰
263,[드라마원작] 모범택시,까를로스 / 크크재진,"스토리, 스릴러","언뜻 평범해 보이는 무지개 택시회사 에는 이라는 특별한 서비스가 있다. 손님이 원하는 방법으로 복수를 대신해주는 서비스이며, 이것이 무지개 택시 회사의 진짜 정체다.",9.9,네이버 웹툰
264,세대전쟁,까를로스 / 임홍재,"스토리, 판타지",죽음과 노화의 시계가 느려진 미래. 그로 인해 세대 갈등이 심화되자 젊은이들은 살아남기 위해 만 65세 이상의 노인들을 가둬 죽이는 . 법을 제정한다. 인간사냥에 가까운 일방적인 공격들이 난무하는 절망적인 세계. 이 현실을 바꿀 수 있을까?,9.46,네이버 웹툰
