id,title,author,genre,story,score,platform
922,다욤이의 다이어트 다이어리,"아키, 심윤수 / 심윤수","스토리, 드라마",다시! 다시! 내일 또 다시! 언제까지 다시어트 를 할겁니까? 무거운 이야기를 가볍게 이야기하는 당신을 위한 만화,9.26,네이버 웹툰
923,단군할배요,호연,"스토리, 드라마","대한민국 어느 깊은 산골에서 다섯 살 아가씨가 산신을 만난다. 단기 4343년, 단군이래 단군을 다시 만난 이들의 명랑한 이야기",9.91,네이버 웹툰
924,어서오세요.305호에,와난,"스토리, 드라마","평범하게 자라온 대한건아 김정현, 그리고 그의 룸메이트 김호모. 하나부터 열까지 정반대인 그들이 겪는 민감하고 민망한 이야기들.",9.96,네이버 웹툰
925,단편 할머니/나는내일죽는다,태발,"스토리, 드라마",단편 할머니 나는 내일 죽는다 프로젝트 태발 작가의 강렬한 단편 두 편.,9.89,네이버 웹툰
926,2011 미스테리 단편,웹툰작가,"옴니버스, 스릴러","네이버 웹툰 작가들이 들려주는 미스테리 괴담.올 여름, 당신의 등골이 오싹해진다.",8.44,네이버 웹툰
927,까치우는 날,누비,"스토리, 드라마",교복만큼은 내가 원하는 교복을 입고 싶어!!! 남들과 다른 꿈을 가진 엉뚱 소녀 이단아의 학교생활. 본 컨텐츠는 서울 루키 스카우트 2010 당선작입니다.,9.77,네이버 웹툰
928,잉잉잉,황준호 / 수연,"스토리, 개그",수업시간에 똥을 싸버린 찌질이 복학생 황준호. 그는 과연 무사히 학교를 졸업할 수 있을 것인가!!,9.94,네이버 웹툰
929,굿모닝 스페이스,이수정,"스토리, 판타지","사이코 8명, 미쳐가는 정상인 1명, 인공지능 로봇 1대. 이들이 우주함에서 펼치는 한심한 일상.",9.87,네이버 웹툰
930,멜로홀릭,팀겟네임,"스토리, 스릴러","교수인형,우월한하루의 팀겟네임.그들의 시니컬 로맨스, 당신은 사랑에 중독되어 보셨습니까?",9.93,네이버 웹툰
931,불량 뱀파이어,이유정,"스토리, 판타지",독특한 만화적 감수성과 색다른 그림 스타일을 지닌 이유정 작가의 신작뱀파이어지만 절대 사람을 물지 않는 주인공과 생을 꿈꾸며 물리고 싶어 하는 엽기 노인. 그들의 이야기가 펼쳐진다.,9.16,네이버 웹툰
932,스토커,단우,"스토리, 스릴러",어린 딸이 있는 평범한 주부를 스토킹하는 의문의 남자. 어느 날 집앞에서 그녀의 딸이 유괴당하는 장면을 목격하게 된다.,9.93,네이버 웹툰
933,"스마일 브러시, 오래된 사...",와루,"에피소드, 일상",오래된 사진에서 찾아보는 어린 시절의 이야기. 당신의 앨범에서 잃어버렸던 추억을 찾아보세요.,9.94,네이버 웹툰
934,프로젝트 X,태발,"스토리, 스릴러","모든 인간에겐 공통점이 있다. 세상에 나온 이상 가질 수 밖에 없는 본능, 자기 자신을 위한 이기심.이기심은 자기 자신을 강인하게 만들어 주기도 하지만 때론 세상과 주위의 모든것을 파괴 하기도 한다.",9.89,네이버 웹툰
935,테제,하람 / 지야,"스토리, 판타지",예언된 죽음. 운명에 도전하는 소년.세계의 운명을 건 싸움이 지금 시작된다,9.57,네이버 웹툰
936,은하연인전,전광철,"스토리, 로맨스",21세기 마지막 선비 환성현 디지털 시대를 사는 마지막 아날로그 선비 환성현에게 우주에서 그녀가 날아온다.,9.76,네이버 웹툰
937,묵회,한나,"스토리, 시대극",떠돌이 점쟁이 모아의 이야기. 그녀가 만나는 사람들의 이야기. 그리고 우리의 이야기. 이 세상의 이야기,9.91,네이버 웹툰
938,뷰티플 게임,박능출 / 박준규,"스토리, 스포츠",백수경력 3년의 축구 감독 공백기와 축구공 한번 잡아본 적 없는 여자고교 축구팀의 드림 하이!본 컨텐츠는 서울 루키 스카우트 2010 당선작입니다.,9.58,네이버 웹툰
939,바이올린처럼.,김윤주,"스토리, 드라마","숨쉬는 나무, 4개의 현, 장인의 열정과 혼 그리고 그 따뜻한 울림 조금씩 알아가는 바이올린의 세상. 그 곳으로 당신을 초대합니다.",9.92,네이버 웹툰
940,견우와 직녀,유리아,"스토리, 로맨스","설화, 견우와 직녀, 판타지로 다시 태어나다.",9.95,네이버 웹툰
941,징글정글,김용진,"에피소드, 감성",쎈놈 중용 작가의 새 작품. 밀림 속 신비의 마을 징글정글의 다양한 동물 친구들. 조금은 엉뚱하지만 사랑스러운 친구들의 모습을 통해 돌아보는 일상.,9.81,네이버 웹툰
942,리턴,송래현,"스토리, 스포츠",은반위에서 펼쳐지는 작은 소녀의 도전. 근성소녀 스포츠 만화. 차성진 작가 만화 은반 위의 요정 리메이크작.,9.85,네이버 웹툰
943,흐드러지다,연제원,"스토리, 시대극","지배하는 자, 차지하려는 자 그리고 암살자.쥬신의 황궁을 둘러 싼 음모와 배신그 뒤로 서서히 드러나는 숨겨진 이야기",9.92,네이버 웹툰
944,혜성같은 소년,한혜연,"스토리, 스릴러",사건현장에서 발견된 의문의 기호. 이 기호는 무엇을 의미하는 것일까? 1962년 조항리 화백 원작 만화의 리메이크 작품. 리메이크 시리즈는 한국만화영상진흥원과 함께합니다.,9.64,네이버 웹툰
945,핑크레이디 클래식,"연우, 서나","옴니버스, 드라마",핑크레이디의 그와 그녀가 돌아오다. 겨울이와 현석이가 함께 떠나는 뒤죽박죽 미술사여행기,9.91,네이버 웹툰
946,힘내요 일본!-[릴레이웹툰],웹툰작가,"에피소드, 일상",네이버 웹툰작가들이 지진해일로 어려운 상황을 맞은 일본을 응원합니다.,6.98,네이버 웹툰
947,그린스마일,권혁주,"스토리, 감성",2050년이면 사라지는 북극. 그곳에 살고 있던 행복한 물범모자. 그러나 인간의 무분별한 사냥으로 아기 물범은 외톨이가 되어 엄마를 찾아 모험을 떠나게 된다.,9.91,네이버 웹툰
948,보톡스,황미나,"스토리, 로맨스",대한민국 만화계의 전설 황미나 작가5년간의 공백을 뒤로 하고 신작으로 돌아오다. 세대를 뛰어넘는 감성과 아름다운 작화의 하모니.,9.21,네이버 웹툰
949,열쇠줍는아이,최윤진,"스토리, 판타지",어느날 그들의 운명을 바꿔버린 열쇠 그리고 찾아온 이별. 엇갈림. 오해. 그 진실을 찾기위한 두 소녀의 외로운 여행기,9.84,네이버 웹툰
950,입시명문사립 정글고등학교,김규삼,"옴니버스, 개그",입시명문 사립 정글고등학교 입학권!! 각 계층의 다양한 학생들과 모든 군더더기 교육을 쫙 뺌으로서 교육의 몸짱이라 할 수 있는 정글고등학교에 오신 것을 환영합니다.,9.91,네이버 웹툰
951,키스우드,안성호,"스토리, 판타지","언덕이라 불리우는 정체 불명의 숲, 그리고 그곳을 지배 하고있는 소녀 무아 .무아의 손에서 벗어나 숲을 탈출하기 위한 설씨 일행의 험난한 여정!",9.95,네이버 웹툰
952,미호이야기,혜진양,"스토리, 판타지",이 세상에 처음 나타난 구미호는 자신의 자식 아홉을 잡아먹어야 사람이 된다는 더 웃기지도 않은 저주에 걸린 그저 꼬리가 아홉이나 달린 가여운 숫여우였습니다.,9.96,네이버 웹툰
953,안나라수마나라,하일권,"스토리, 드라마","따뜻한 감성의 하일권 작가 2010 작품.철없는 마술사를 만난 한 소녀의 성장 드라마.당신, 마술을 믿으시나요?",9.95,네이버 웹툰
954,열아홉스물하나,요한 / 김혜진,"스토리, 로맨스",아직 아이이고 싶은 열아홉 살 남자아이 동휘와 스물 한 살의 어른이 되어도 아이와 다를 바 없는 여자 윤이. 길고양이를 통해 만난 그들이 소중한 것을 나누는 이야기.,9.95,네이버 웹툰
955,동경소녀,로보타 / 김가륜,"에피소드, 일상",사춘기 소녀 연두 를 중심으로 남동생 호두 그리고 아빠와 엄마. 상상과 몽상으로 가득한 일상 가족 시트콤,9.65,네이버 웹툰
956,심부름센터 K,김선권,"옴니버스, 개그",수사9단의 김선권 작가의 신작.특별한 능력을 가진 직원들의 엉뚱하고도 황당한 임무 해결.,9.63,네이버 웹툰
957,거상 김만덕,신지상 / 오은지,"스토리, 드라마",가난하고 불우한 기녀에서 조선 최고의 거상이 되기까지. 순정 만화로 보는 여인 김만덕의 파란만장 삶의 일대기.,9.89,네이버 웹툰
958,증거,이승찬,"스토리, 스릴러",가장 편안해야 할 공간인 자신의 집이더 이상 자신만의 것이 아니게 되었다!,9.81,네이버 웹툰
959,의령수,김우준,"스토리, 스릴러",한국콘텐츠진흥원과 함께하는 2009 네이버 웹툰 공모전 우수상 수상작끊임없이 일어나는 사건과 그 사건을 풀어가는 한 남자의 추리 드라마.,9.88,네이버 웹툰
960,공부하기 좋은 날,황준호,"옴니버스, 스릴러",죽거나 혹은 공부해야하는 우리 학생들. 그들에게 벌어지는 조금은 무서운 이야기.,9.84,네이버 웹툰
961,피터팬날다,서랍천사,"에피소드, 일상",한국콘텐츠진흥원과 함께하는 2009 네이버 웹툰 공모전 가작 수상작 소년의 마음을 가진 32살 피태풍. 현실에 적응하지 못하는 듯 하지만 삶에 대한 애착과 느림에 대한 철학이 있는...,8.82,네이버 웹툰
962,소설가J,오성대,"스토리, 드라마",목숨과 바꿔서 얻은 삶.고통과 암흑만이 존재하는 세계. 절망의 끝에서 의 고독한 사투가 시작된다.,9.93,네이버 웹툰
963,심장이뛰다,백희정,"스토리, 드라마",지금을 살아가는 착하고 평범한 사람들의 가슴 뛰는 이야기. 심장이 뛴다.,9.93,네이버 웹툰
964,싸우자귀신아,임인스,"옴니버스, 드라마",귀신과 퇴마사의 좌충우돌 한판승부! 골 때리는 장르 불명의 이야기!,9.9,네이버 웹툰
965,패밀리맨,정필원,"스토리, 드라마",피치못할 사정으로 가족 앞에 자신의 모습을드러낼 수 없게 된 아버지의 가슴 뭉클한 이야기.,9.87,네이버 웹툰
966,낢에게와요,서나래,"옴니버스, 일상","누군가를 사랑하는 것이 세상에서 제일 어려운, 연애의 은총에서 소외된 자들. 그러나 그들도 사랑을 한다! 신입생 낢과 친구들의 풋풋하고 어설픈 좌충우돌 짝사랑 이야기.",9.88,네이버 웹툰
967,구름의 노래,호랑,"옴니버스, 드라마","삶을 풍요롭게 하는 음악 밴드를 통해 삶으로부터 탈출하고자 하는 그들.노래를 통해 성장하고, 행복을 찾아간다.",9.88,네이버 웹툰
968,스마일브러시,와루,"에피소드, 일상",반복되는 일상에서 발생하는 사건 사고들. 소심하지만 할 말은 하는 가슴 따스한 와루의 좌충우돌 일상의 반전 에피소드.,9.94,네이버 웹툰
969,연옥님이 보고계셔,억수씨,"스토리, 드라마",연옥님은언제 어디서나 어떻게든 보고 있습니다.,9.84,네이버 웹툰
970,"17살, 그 여름날의 기적",석우,"스토리, 드라마",17살을 살아가는 주인공그의 눈에 비치는 조금은 특별한 그 여름날의 이야기.,9.89,네이버 웹툰
971,몽타주,단우,"스토리, 스릴러",미스터리 호러 지하철 의 단우가 스릴러로 돌아오다. 사람의 얼굴을 기억하지 못하는 전직 형사와 범인의 숨막히는 추격전!,9.91,네이버 웹툰
972,탐구생활4-그대와 함께 하...,메가쑈킹,"옴니버스, 개그",배려심 제로의 소심쟁이 남편 메가쑈킹만화가와 습관성 울컥증에 최강의 식탐을 지닌 아내 금보. 다시 돌아온 그들의 요절복통 도보하이킹 대장정,9.68,네이버 웹툰
973,판타스틱 어른백서,이동욱,"에피소드, 개그","본 컨텐츠는 생활의게임 홍보용 웹툰입니다. 필살컴퍼니에 입사한 두 명의 주인공, 김방자와 이향단!!! 그들의 좌충우돌 회사생활, 눈물 없이도 볼 수 있는 휴먼 드라마",9.03,네이버 웹툰
974,겨울동화,심윤수,"에피소드, 감성",일편단심화 심윤수 작가의 겨울 이야기. 올 겨울을 따뜻하게 채워 줄 에피소드 12편.어른을 위한 동화가 시작됩니다.,9.89,네이버 웹툰
975,악연,황준호,"스토리, 스릴러",싸이코패스.연쇄살인범.그리고 마주치는 사람들.,9.9,네이버 웹툰
976,색으로 말하다,요한 / 김혜진,"옴니버스, 드라마","나주시 천연염색문화관을 중심으로노란 치자빛으로 행복을, 붉은 홍화빛으로 열정을, 파란 쪽빛으로 조화를 이야기하다",9.9,네이버 웹툰
977,펫다이어리2.런,요한 / 김혜진,"스토리, 드라마",도그 스포츠를 통해 성장하는 아이들의 이야기. 지금은 비록 모자란 부분이 있어도 할 수 있는 것부터 하나씩! 그런 시작을 알리는 한마디 런!,9.95,네이버 웹툰
978,고(故)길창덕화백 추모웹툰,웹툰작가,"옴니버스, 일상","대한민국 1세대 만화가이자 꺼벙이 , 순악질여사 , 재동이 등 한국 명랑만화의 효시가 되신 길창덕 선생님.우리에게 만화의 즐거움 을 선물해 주신 선생님께 네이버 웹툰 작가들이 추모 웹툰을 올립니다.",9.76,네이버 웹툰
979,연,구아진,"옴니버스, 스릴러","구아바 작가의 옴니버스 스릴러 연 오늘, 지금, 당신에게도 일어날 수 있는 일들.",9.78,네이버 웹툰
980,두근두근두근거려,하일권,"스토리, 드라마",3단 합체 김창남 의 하일권 신작.건조했던 일상이 두근두근 거리기 시작한다.,9.95,네이버 웹툰
981,새끼손가락,이익수,"스토리, 드라마",용호는 출소후 홀어머니를 위해 새 출발을 다짐하지만.. 자신으로 인해 누워만 있는 한 소녀의 존재를 알게 된다.,9.93,네이버 웹툰
982,우월한하루,팀 겟네임,"스토리, 스릴러","교수인형의 팀 겟네임, 그들의 두번째 스릴러.평범한 한 남자의 평범하지 않은 하루. 오늘, 당신은 얼마나 우월하였습니까?",9.94,네이버 웹툰
983,나는 어디에 있는 거니,서나래,"옴니버스, 일상","무작정 떠나고 본다!!여행 준비부터 엉망진창,낢이 들려주는 네팔 여행기",9.83,네이버 웹툰
984,로봇빠찌,김상욱,"스토리, 판타지",대한민국 명작 만화 리메이크 4 로봇빠찌 신문수 화백의 대표작 로봇찌빠 가 김상욱 작가님과 함께 로봇빠찌 로 돌아오다.명작 리메이크 시리즈는 한국만화영상진흥원 구 부천만화정보센터 와 함께 합니다.,8.65,네이버 웹툰
