,title,author,day,genre,story,platform,t_image,ID
0,우선 남동생부터 숨기자,"자목,천리,채지후",월,로판만화,"하필이면 19금 다공일수 피폐 만화에 수의 하나뿐인 누나로 빙의하고 말았다! 재수없게도 광공 남주가 끔살시킬 첫 희생자가 누나인 나라니요 . 이렇게 죽기 싫으니 전략을 짜자. 우선, 또라이 공의 시야에서 남동생을 숨기는 거야!",카카오페이지,cHyfs/hy41GaQT02/8lTAkYiB5MqJuKdoSmJEBK,57492806
1,이번 생은 가주가 되겠습니다,"앤트스튜디오,몬, 앤트스튜디오,김로아",월,로판만화,"한번 해 보자. 내가 가주가 되는 거야. 제국에서 제일가는 가문, 롬바르디의 사생아로 환생한 피렌티아. 게다가 이 가문은 막대한 부는 물론 외교와 문화까지 통달한 말그대로 제국의 역사 자체! 금수저 오브 금수저 인생 당첨! 앞으로는 탄탄대로일 거라 생각했는데 . 아버지는 돌아가시고, 친척들은 문전박대, 거기다 그 잘나가던 가문까지 쫄딱 망해 버릴 줄이야!! 분통을 터트리며 술을 조금 ? 많이 마시며 돌아가는 길, 마차에 치여버리기까지! 이건 해도 해도 너무하잖아 . 하지만 원망도 잠시, 눈을 뜨니 일곱 살로 돌아왔다?! 사랑하는 아버지를 다시 보는 것도 믿기지 않는데, 내가 아버지와 가문을 살릴 수도 있다고? 거기다 회귀 전 가문의 원수, 2황자가 대형견마냥 졸졸 쫓아다니기까지?! 좋아, 이렇게 된 거 2황자도 가문도 다 내 거다! 환생에 회귀까지, 인생 3회차 피렌티아의 가주되기 프로젝트! 표지 및 타이틀 로고 디자인 조정원 웹툰 이번 생은 가주가 되겠습니다 는 매주 월요일, 주1회 연재됩니다.",카카오페이지,cDeRi1/hyVkDNZUdD/WyUnrIQ0gkyKdkLzL5ajh1,56566288
2,묵향 다크레이디,"이재헌,구깃,전동조",월,소년만화,"마교의 교주로서 극강의 무공을 자랑하던 묵향은 적들 혈교 에 의해 생전 처음 보는 생소한 이세계 판타지 세계 로 떨어지게 된다. 그곳에서 엘프, 마법사, 기사, 드래곤 등 새로운 존재들과 만나며... 무림 최고수 묵향이 원래 자신의 세상 무림 으로 돌아가기 위해 긴 모험을 떠나게 된다는 스토리. 한국의 무협소설과 판타지 문학을 사랑하는 수많은 독자들이 기다려왔던 초대형 이벤트 웹툰계를 뒤흔들 다시없을 프로젝트가 시작된다! 1999년부터 시작된 전설, 누계부수 300만부... 무협소설과 판타지문학을 접목시킨 기념비적인 장르소설인 묵향 이 드디어 만화화!! 한국 무협판타지의 한 획을 그었던 전동조 작가의 메가히트 장르소설 묵향 을 만화화! 만화의 내용은 원작의 2부격인 다크레이디 편에서부터 시작한다.",카카오페이지,9Eoo5/hyATyGp2En/pYYjRkJJIrpHEvDible6T0,53216022
3,튜토리얼이 너무 어렵다,"이마에 다이키,gandara",월,소년만화,"퓨전 판타지 장편소설 39 튜토리얼이 너무 어렵다 39 가 웹툰으로 독자 여러분을 찾아갑니다. 삶이 무료하던 어느 날, 내 눈앞에 나타난 초대 메세지. 튜토리얼 세계에 입장하시겠습니까? 그리고 뒤이어 나타난 난이도 선택 창. 이지 노말 하드 헬 나는 주저없이 헬 난이도를 선택했다. 그리고 후회했다. 아무리 헬 난이도라지만, 이건 너무 심하잖아.",카카오페이지,cof1Bi/hyQ9Q45PWC/L84IXRvtte4PTzZS6dXbB0,56443245
4,8클래스 마법사의 회귀,"테스,류송",월,소년만화,"황제 라그나르와 통일 제국을 위해 손에 피를 묻히길 수십 년. 나는 고향으로 돌아가 속죄하며 죽은 듯이 살고자 했다. 그러나, 자네는 언제든지 나를, 나의 제국을 집어삼킬 수 있는 8클래스의 대마법사. 그런 괴물을 어찌 살려둘 수가 있겠나? 친구이자 주군이었던 라그나르에게 배신당하고 죽음의 문턱을 넘기 직전, 시간 마법의 주문이 새겨진 단검을 심장에 찔러 넣었다. 내가 원했던 참회란, 모든 것을 되돌려놓는 것. 인류 최초의 8클래스 마법사 이안 페이지. 그가 30년 전 과거로 돌아왔다.",카카오페이지,HrHN1/hy41P6FJKt/FCR6J7pW8bFVRQVJx7Mlo0,57140255
5,학사재생,"소유현,윰짝짝",월,액션무협만화,"일곱 번의 밤을 거쳐 천하제일이 된 사내, 황준우. 오랜 싸움 끝에 천지 에서 죽음을 맞이했다. 헌데 눈을 떠 보니 갓난아기! 집안은 천하제일의 황금을 축적한 만금장! 고되기만 하였던 전생과 달리 금수저를 물고 태어나 버렸다! 신명나게 인생을 즐기는 한 사내의 일대기... 가 될 뻔 했으나, 인생은 그리 호락호락하지 않다! 34 그런데 아버지, 도대체 공부는...... 왜 시키시는 겁니까? 34",카카오페이지,bCVX6Q/hyATuqpQ2h/RGNsYqdzi79pTwbKdyGmT0,49039315
6,나는 이 집 아이,"코튼,시야",월,로판만화,"전생의 기억이 좀 있다는 것만 빼면 평범한 ? 사생아로서 시간을 보내왔다. 그러던 어느 날, 창녀인 어머니가 열한 살이 된 나를 아버지 앞으로 데리고 갔다. 1만 골드를 줘요. 2만 골드를 주지. 대신 이것에서 손 떼. 차가운 거래에 움츠러들어 있는데 그냥 부자인 줄 알았던 아버지가, 알고 보니 제국 유일의 공작이란다. 이제 난 어떻게 되는 걸까? 내가 정말 이 집 아이일까?",카카오페이지,cburiM/hy41PLVqom/1BQa5TQO17iJiSIsRTKVr0,51415682
7,뒤끝작렬,"조석호,안정혁",월,드라마만화,"야, 착각하지마. 난 한번도 널 동생으로 생각한 적 없어. 주제를 모르고 가슴을 파고드는 비수였다. 한명우. 명석한 두뇌와 재벌가의 자식이었다. 다만 하늘은 모든 걸 주지않았다. 불치병 수준인 선천적 심장병. 이를 악물고 인정받기 위해 최선 또 최선을 다했다. 그러나 아버지인 회장을 비롯해 식구 그 누구도 진심으로 대하지 않았다. 그러던 그가 급작스런 사고를 당했다. 그리고...... 치명적인 부상을 당한 대학생 김철민의 몸으로 들어갔다. 건강하다. 아니 건강하다못해 넘친다. 잘돌아가는 머리에 체력까지....... 이제 두 마리 토끼를 잡으러 간다. 꼭 두 마리 토끼여야 했다.",카카오페이지,bndzff/hyQ9LQPstB/zV4B7TOWJmUWA3vdbgD5C1,56063788
8,나를 기억하나요,히가시무라 아키코,월,로맨스만화,"코흘리개 3학년을 좋아하는 6학년이라니! 그 시절, 3살 어린 남자애를 좋아한다는 사실이 놀림감이 될까봐 두려웠던 지현은 자신의 마음을 숨기고 되려 중학생이었던 그 애의 형을 좋아한다고 거짓말을 한다. 그럼에도 불구하고 자신을 찾아와 용기내어 고백하던 어린 남자애... 하지만 그 고백에 아무런 답도 하지 못한 채 그 애는 이사를 떠나고... 이 후 20년 가까이 만난 적도 떠올린 적도 없다. 고 생각했었다. 그런데 이게 웬일... 서른살이 된 생일 아침 깨닫고야 만 것이다! 어언 20년. 자신의 무의식이 그토록 좋아했던 남자들이 하나같이 그 애와 닮아있다는 사실을...! 한 순간에 39 나 39 를 17년 전 여름으로 돌려놓은 그 아이. 지금 어디에서 어떻게 지내고 있을까?... 그 아이도 나를 기억하고 있을까?!",카카오페이지,cSoIgy/hy41H00NFE/juIgEt25Th0lkY0C9SMhe1,54699584
9,환골탈태,마고(mago),월,드라마만화,"부드러운 살가죽, 짧고 까칠한 털, 작고 조그만 발.... 이 해괴하고 귀여운 생물체는 대체 무엇?! 해골 스켈레톤 은 독립하면서 아기 고양이를 기르기로 한다. 드디어 이사 날에 인간계 대행 서비스를 이용해 받은 아기 고양이! 그런데 몸에 털도 별로 없고... 아기 고양이가 원래 이렇게 생겼었나? 인간계 대행 서비스 센터는 연결이 되지 않고, 졸지에 돌연변이 아기 고양이를 떠맡은 해골! 설상가상 아기 고양이의 울음소리에 옆집에서 항의가 쏟아지는데.... 아기 고양이... 키울 수 있을까?! 마계에서 벌어지는 해골과 악마 아담, 서큐버스 릴리의 좌충우돌 아기 고양이 육아 대작전이 시작합니다!",카카오페이지,bzScC1/hy41JR2B5d/K77hP8f4CokREaqf4T8o1K,51703113
10,그 악녀를 조심하세요!,"열매,푸른칸나,뽕따맛스크류바",월,로판만화,"소설 속 희대의 악녀에 빙의했다! 싫냐고? 아니? 좋은데? 공작영애 돈 많은 백수인 것을 내가 마다할 리가! 꿀이나 빨면서 여유롭게 살기 딱 좋지 않은가? 원작같은 건 다 떨쳐버리고 나의 삶을 사는거야! 그렇게 다짐했던 내가 이 몸에 빙의한지 얼마 되지 않아 목격한 것은 나의 약혼남이자 원작의 남주인공인 39 황태자 이안 39 의 불륜 현장이었다. 내가 아닌 다른 여자를 품에 안고 시시덕거리는 그를 보며 나는 눈물 따윈 개뿔, 나오지도 않더라. 내 눈물은 비싸서 저런 쓰레기에게 흘리기엔 아깝거든. 눈물 대신 깊은 빡침을 담은 목소리로 물었다. 34 전하는 개자식인가요? 34 고구마밭에 떨어진 역대급 사이다 여주! 환장하는 원작을 뒤집어 엎기위한 걸크러쉬 그녀! 이유? 여주가 똥차같은 남주들에게 휘둘리기엔 너무 아까웠거든. 원작 여주에게 꼬이는 똥차들을 치우는 그녀와, 그녀만을 바라보는 늑댕이 한마리의 이야기!",카카오페이지,b9wDps/hyVkKzLpZS/aXx0NSbjgedCXjciKvwkfk,54439672
11,불패검선,"FIST CAT,김찬영,적하",월,액션무협만화,시골 객점의 아들 송우문. 어릴 적부터 몸이 약했던 그는 어느 날 노도사가 그려 주고 간 산수화를 보고 바보가 된다. 그렇게 동네에선 바보라 놀림받고 부모에겐 한심한 아들로 자라지만 스무 살이 되던 날! 각성과 함께 산수화 속 절대무공을 꽃피운다!,카카오페이지,btSOrt/hyCvmExmJH/jRiMA7jJjSnIP0RlHdCVKK,55152866
12,모시던 아가씨가 도련님이 되어버렸다,"시그마,태비의별",월,로판만화,"조연에 빙의한 지 9년 차, 모시던 아가씨가 도련님이 되어 찾아왔다. 원작 여주인공의 시녀 생활을 청산한 지도 4년. 웬 잘생긴 남자가 찾아왔다. 그것도, 내가 모시던 아가씨를 닮은 남자가. 약속을 지키러 왔어, 블레아. 나와 평생을 함께하겠다고 했잖아. 설마 아가씨? 순간, 남자의 붉은 눈에 이채가 돌았다. 코앞까지 다가온 그가 고개를 기울여 내 머리카락에 입 맞췄다. 그리고 속삭였다. 아주 다정하고 아름다운 목소리로. 이젠 도련님이라 불러야지. 네? 원작대로라면 여주인공, 클로이는 후회에 찌든 가족들을 거느리고 남주인공 후보들과 해피라이프를 즐길 수 있었다. 하지만 연재 중지되었던 원작 소설에는 큰 비밀이 있었으니 여주인공이 알고 보니 남자라면 어떻게 되는 거지? 크 클로드, 가족들에게 가보지 않아도 괜찮아요? 말했잖아. 필요 없어. 그럼 저번에 그 남자분들은 . 지금 내 앞에서 다른 남자 이야기를 하겠다고? 그 남자들이 원래 당신이랑 이어져야 했을 남주인공들인데요. 나는 너만 있으면 돼. 다른 건 알 바 아냐. 가족 후회물의 주인공께서 모든 걸 다 뻥 차 버리고 내 곁에 있겠다고 선언했다. 그러니, 블레아. 너도 나만 보는 거야. 전에 없이 다정한 눈 속에 집착이 가득했다. 로판 화제작 태비의별 작가님의 모시던 아가씨가 도련님이 되어버렸다 본격 웹툰화! 빙의된 하녀 블레아와 츤데레 클로이의 티키타카 찐케미를 만나보세요!!",카카오페이지,kgsCz/hyQ9Vr8k7X/BZkPQfJRXDKRfX9aj2eQwK,55249956
13,"황녀, 반역자를 각인시키다","수리(COPIN),사공(COPIN),이린비",월,로판만화,"호문클루스에 의해 황실은 망하고 제7황녀, 이뷔엔로즈는 그들 편에 선 동생에 의해 독약을 마시고 죽는다. 다시 눈을 떴을 때, 8년 전으로 돌아와 있었고 그녀는 황실의 몰락을 막기 위해 호문클루스들의 왕이자 공중감옥의 괴물 39 미카엘 39 을 자신의 기사로 들이기로 한다. 34 미카엘, 난 그대가 필요해. 아주 절실하게 말이야. 34",카카오페이지,dHFMo/hyVkNcazT0/5MGKFdOZRmcCRH35JacHH0,56702100
14,압도적 그대,"꿈꾸는이,웹툰 토연",월,로맨스만화,"34 과보호 오빠에게 벗어나서 풋풋한 연애를 꿈꾸는 채경! 매번 날아오는 고백 쪽지를 벗어나고자 채경을 방패로 쓰려는 윤우! 두 사람의 달콤하고 코믹한 러브스토리! 34 자신을 과보호하는 오빠 덕분에 제대로 된 연애 하나 못 해 본 신채경. 사회 초년생이 되고 오빠에게 벗어나 자유로운 연애와 독립된 나날을 꿈꾸는데! 입사하자마자 신입사원 연례행사인 잘생긴 기획 실장 정윤우에게 고백하기 벌칙에 걸려버린다. 늘 있었던 벌칙일 뿐인 고백을 수행하는데 들려오는 답변은 전혀 예상치 못한 것!! 사랑합니다, 실장님! 좋습니다. 만나보죠, 우리. 네?! 지금 실장님의 답변은 그게 아니죠! 꿈꾸던 상큼달달한 로맨스가 제대로 꼬여버렸다!! 이제는 오빠가 아닌 정윤우를 벗어나려는 신입 사원 신채경과 뭔가 꿍꿍이가 있는 듯한 기획 실장 정윤우의 아슬아슬한 공개 연애!",카카오페이지,dyQm8n/hyZ8A7HAeT/e51HVFQnY2LyshNuoqfaM0,55724921
15,그녀와 야수,"홍슬,마지노선",월,로판만화,"제국의 시조였던 전설적인 인물 마티나의 죽음으로부터 백 년 후, 마티나는 귀족가의 일개 여식인 아스티나로 환생한다. 전생과 다른 평화로운 일상은 잠시, 아버지의 파산으로 인해 아스티나는 야수의 형상을 한 테리오드 대공에게로 팔려 간다. 급소를 쳐서 기절시켰어요. 기 절시키셨다고요? 하룻밤에 죽어 나갈 것이라는 모두의 예상과 달리 그녀는 화려한 검술로 괴물 테리오드를 제압해 애완동물로 길들이기 시작한다. 테오, 앉아. 컹! 달빛이 아름다운 어느 밤, 자신을 잘 따르는 테리오드가 기특해 아스티나는 그에게 짧게 입을 맞춰 주는데 테오? 아스티나의 애완동물이 사람이 됐다? 결핍된 괴물 남편과 무심한 아내의 본격 조련 로맨스! 표지 및 타이틀 로고 디자인 송가희",카카오페이지,bG5D7g/hyZ8ulUt7R/gNUQYoMgbwuHHzOojHKkQK,55566760
16,적기사는 눈먼 돈을 좇지 않는다,"송재민,로시원",월,로판만화,"황실 기사 유디트는 한때 돈만 쥐여 주면 뭐든 했던 쓰레기였다. 황실의 개로, 단장의 도구로, 돈의 노예로 살았다. 가난을 핑계 삼아 죄책감을 버렸다. 그러나 끝에 있던 건 배신과 죽음이었다. 하지만 눈 떠보니 6년의 세월을 회귀해 신입 기사 때로 돌아와 있는데 ? 39 이제 돈 때문에 움직이는 칼잡이는 되지 않겠어. 39 이전과는 다른 생을 살겠다며 다짐하는 유디트 앞에 적기사단장이 나타나 스카우트하는데 . 34 합당한 대우를 약속하겠다. 적기사단에 소속을 두지 않겠나? 34 흑기사였던 과거를 버리고 적기사로서 눈먼 돈을 좇지 않기로 한 유디트. 이번 생은 후회하지 않는 삶을 살 수 있을까?",카카오페이지,cnUpP2/hyZ8tf5D5o/QS4izc4CJMMkDAQn6JZwc0,57142071
17,정령의 펜던트,"빅피,발렌",월,소년만화,"제국의 살아 있는 전설, 란데르트 공작의 유일한 아들 바율. 어려서부터 환시와 환청을 겪으며 일상 생활에 어려움을 겪던 바율은 아버지의 강권으로 뒤늦게 캐링스턴 아카데미에 입학하게 된다. 집을 나오기 전의 우려와는 달리 바율은 아카데미 생활을 하며 따듯하고 개성 강한 친구들을 만나 조금씩 마음의 문을 열게 되고, 그곳에서 환시로만 알고 있었던 존재가 사라진 줄 알았던 정령임을 알게 되며 바율의 생활은 새로운 국면을 맞이하게 되는데 .",카카오페이지,cl8at5/hy41LwAfbv/m2eUQjPXrmF53ICiBPhFFK,53096912
18,독고3 [완전판],"민(Meen),백승훈",월,소년만화,독고3 모든 일에 의욕을 잃고 표류하던 태진은 과거 당영고 씨름부 주장이었던 심상윤으로부터 영입 제안을 받게 되고 결국 현실과 타협하고 주먹의 세계에 몸을 담게 된다. 그리고 그 세계에 적응해나가면서 점차 나락으로 떨어짐을 느끼게 되는데... 독고 시리즈 중 가장 처절한 이야기가 펼쳐진다.,카카오페이지,iki74/hyATquUtXS/yuLaGvsL04VfHfusl7aOMK,48511988
19,레이디 생존의 법칙,"예영,윰윰,이림",월,로판만화,"총 네 번의 환생, 모두 스물다섯 생일을 넘기기 전에 죽음을 맞았다. 하지만 명부에 적힌 수명은 그보다 훨씬 길었고, 죽음을 관장하는 염라는 이유를 모른다고 한다. 내 인생은 블루 스크린인가. 어쨌거나 결국 생각해낸 묘안, 다섯 번째는 빙의다! 돈과 권력 그리고 기타 등등 모든 것을 지닌 젊은 여자의 몸에 빙의하여 연애도 하면서 가늘고 길게 살겠어! 그러나... 눈을 뜬 후 나는 빌어먹을 염라 놈에게 속았다는 걸 발견했다. 짜릿한 비주얼, 맛있는 막장. 레이디 생존의 법칙.",카카오페이지,gNC0g/hyZ8vENOGS/Kt5V3KLGVsT18aK7l5Od3K,55387088
20,망할 가문을 살려보겠습니다,"무늬랑,NU",월,로판만화,"구성작가로 치열하게 살아가던 나 지연우는 비명횡사 후 동료작가가 재미로 쓴 소설 오시리아 연대기 에 빙의하고 만다. 그것도 몇 장 나오지 않았던 엘리어스 가문의 다섯째 딸, 고도비만 준 히키코모리 영애인 태라 엘리어스로. 산넘어 산이라고 이 가문은 곧 역적으로 몰려 멸문하고, 직계 가족은 모두 단두대 행! 고로, 곧 태라도 죽는다. 그래서 태라는... 아니, 태라의 몸에 빙의한 지연우는 최대한 이 가혹한 운명에서 벗어나려 고군분투한다. 그렇게 모든 일들이 순조롭게 흘러갈 줄 알았다. 온갖 재능을 신이 몰빵한 그 놈! 제국 황위 서열 2위. 카일 아무르 2황자와 엮이지만 않았더라면...!",카카오페이지,bGDZhi/hyATrglAdk/8FZPnniPpdRXJdkFeigRAk,54740855
21,요신기,아이리더,월,소년만화,최강 음양사인 비류는 신비한 힘을 갖고 있는 시공요괴의서 로 인해 환생하게 된다. 전생에서의 적과 그들에 대한 복수의 마음으로 다시 처음부터 수련을 해나가는 비류! 과연 그는 다시 최강의 자리에 오를 수 있을까?,카카오페이지,hChX5/hyCvhI49kL/3EMKmPB1ONadECN3gho2y1,51396640
22,오늘부터 황녀?!,"HAMPIG,니웨",월,로판만화,"자신의 삶을 내던져가며 마왕을 물리치라는 사명을 달성한 용사, 그녀의 남은 인생은 찬란한 빛의 길만 펼쳐질 것처럼 보였으나 현실은 시궁창! 지칠 대로 지친 그녀는 평범한 삶을 되찾고자 소원을 빈다. 34 시간을 되돌려 주세요. 34 . . . 그런데 평범한 삶은 어디에 ? 34 이 아이야말로 짐이 12년 전에 잃어버린 황녀가 확실하다. 34 이름도 없는 빈털터리 용사에서 모든 걸 다 가진 황녀, 나나엘이 되어버렸다!",카카오페이지,q5nJN/hy41Qj7EdG/q2yxuTYAdPczsD5sihMGR0,57611444
23,무협지 최고 악당의 귀한 딸입니다,"다우,쌀국수,솔땀",월,로판만화,"부잣집 딸로 환생한 줄 알았건만, 무협지 최고 악당의 딸로 태어났다?! 무관심한 아빠, 결국 날 죽이는 오빠, 살아남기 위해선 어서 무공을 익혀 튀어야 하는데...! 이 두 빠빠... 왜 자꾸 날 귀여워하는겨?!",카카오페이지,lWicI/hyVkMEr8SS/IyfPizB3MYXRTGLAG0X3DK,56762916
24,녹음의 관,"삵,비누,시야",월,로판만화,"남자주인공에게 트라우마를 남긴 계모의 딸에 빙의했다. 이 모든 것은 내가 열 다섯 살 때 쓴 소설 속 안. 괜찮아, 어떻게든 널 행복하게 만들어줄게. 내가 이 소설의 원작자라고! 34 저는 단 한번도 누님을 가족이라 생각한 적이 없습니다. 34 남주 행복 프로젝트, 열심히 실천하고 있다고 생각했는데. 왜 나를 가족으로 인정해주지 않는거니? 남주가 공작이 되기 전까지 나, 무사히 살아남을 수 있을까?",카카오페이지,QmCHa/hyLjfWQnOU/n9f2brjdUxZCrSbApRWUFK,55889891
25,"천마, 리치왕의 무림을 부수다","붕뎅,노도뱀,유준호,만순,조형근",월,액션무협만화,"신마경의 경지에 도달하기 위해 발을 띄우던 중 알 수 없는 전음이 방해하기 시작했다. 결국 집중력이 흐트러져 주화입마에 빠져 쓰러지고, 한달 후 눈을 떠보니 이계에서 39 리치왕 39 이란 자가 넘어와 무림을 뒤엎어 버린 후였다. 천마신교마저 뒤엎어버린 리치왕과의 대결을 마치고 140년이 지난 후 깨어난 무림은 무공과 마법이 공존하고 있었다.",카카오페이지,cSNIYU/hy41O64Fhu/EBsV20NgKCOBUZcfb9iICK,57164369
26,용이 비를 내리는 나라,썸머,월,BL/GL만화,"39 용을 깨우는 나라는 태평성대를 누린다. 39 국토의 반이 사막인 제국 라한. 이곳 세계에서는 용이 출현한 나라가 부흥한다는 오랜 전설이 있다. 그러나 거의 몇 백 년 전을 마지막으로 제국에서는 용이 나타나지 않았다. 그러던 중 라한에서 용의 부화 조짐이 보이고, 야심가인 황태자는 용의 부화 소식에 누구보다 기뻐한다. 그러나 그가 대면한 용은 아직 이지 능력도 없는 미성숙한 어린아이의 모습! 용의 성장할 때까지 기다려야 한다는 신관의 간언에 황태자는 용의 부화 사실을 함구하라 명하고 황궁의 궁 깊숙한 곳에 용을 숨긴다. 그리고 용의 축일 전야. 늦은 밤, 황궁에서 일하는 스우는 태자의 말이 있는 축사에서 정체불명의 어린 소년과 만나는데 ! 어린 아이의 모습으로 태어난 용과 나단과 함께 라한을 떠나고 싶은 소년 스우, 그리고 황태자. 아름다운 동양의 나라에서 이들이 엮어내는 사랑과 집착의 론도. 소라의 눈 , 해피 버스 데이 등 인기 만화가 썸머의 최신작! 로고 및 표지 디자인 디자인그룹 헌드레드 웹툰 용이 비를 내리는 나라 는 매주 월요일, 주1회 연재됩니다.",카카오페이지,cGEiH/hyEddlyyun/d9SIWb2NMFeEOjs1FbkYEk,50661727
27,그 책에 마음을 주지 마세요,"문시현,임조조",월,로판만화,"로맨스 피폐 소설 루스벨라의 빛 엑스트라인 황제의 여덟 번째 황녀로 환생에 새로운 삶을 꿈꾸던 아실리 로제, 그런 그녀의 앞에 미래를 예지하는 일기장이 나타나는데 . 너에게 난 어떤 의미인가? 질문이 끝나자 황태자님이 예쁘게 웃더니, 날 죽였다. 피도 눈물도 없는 황태자에게 살해당할 미래만을 예고하는 일기장. 불행히도 아실리는 죽어도 죽어도 다시 살아나 계속 살해당했다. 반복되는 죽음 속에서 천천히 미소를 잃고 변해가는 아실리. 도무지 피할 길이 없는 죽음, 이 미래를 피해 생존할 수 있을까? 한데 어째서인지 메말라 갈수록 아실리 곁에는 사랑을 갈구하는 남자들이 모여드는데 . 제가 오라버니에게 무엇을 줄 수 있는데요? 이름을 불러 봐. 이 사랑은 모두가 진짜일까? 사랑합니다. 당신을 갖고 싶은 욕심은 사랑이 아닙니까? 다가오는 남자들의 진심은? 웃기지 마. 내 삶은 내 거야.",카카오페이지,dkoGao/hyZ8A7w3Qc/ITbJtWWXAVYJp3kBACira1,57177092
28,화산권마,"진선규,우각",월,액션무협만화,"자신의 마을이 습격받고 유일하게 살아남은 담호, 하지만 담호는 절름발이다. 무인으로서 최악의 조건이지만 담호는 수련을 멈추지 않는다. 주변 사람들로부터 무인이 될 수 없다고 듣지만 끝까지 포기하지 않는 담호, 과연 그는 최고의 무인이 될 수 있을 것인가?",카카오페이지,cgjIXG/hyVkI2CXF4/6pOOV3CUzwy61ldC6Uji20,56505406
29,롱리브더킹,버드나무숲,월,드라마만화,"한 여인을 위해 불가능에 도전하는 남자가 있다. 의리와 사랑을 빼고는 아무것도 없다고 말하는 남자 장세출! 사랑하는 여인 강소현을 위해, 목숨보다 더 소중한 친구 정춘택을 위해, 목포 건달 장세출은 대통령이라는 꿈에 도전한다. 매주 월요일 연재",카카오페이지,dAtlY/hyATpI9YDi/0TS5mPhtYK9kVvJcgiV6b0,47118512
30,책 먹는 마법사,"크루 이스트우드,메켄로",월,소년만화,"학생, 자네가 지금 몇 서클이지? 3년째 아카데미를 졸업하지 못하고 있는 낙제생, 테오도르 밀러. 명석한 두뇌와 의지만으로는 재능이란 벽을 뛰어넘어 수 없었고, 마법사가 될 수 없는 불운한 현실은 계속 되었다. 그렇게 절망과 한숨의 나날 끝에 새로운 전환 점이 찾아오게 되는데... 탐욕스럽게 지식을 탐닉하고 주인의 힘으로 만들어주는 탐욕의 마도서, 39 글러트니 39 가 테오도르의 손에 깃들게 되었다. 어느 책이든 손만 뻗으면 그 속의 어떤 마법이라도 그의 것이 된다. 이제 수석 졸업은 따놓은 당상! 아니, 세계 정복도 시간문제?! 그래, 전부 다 먹어 치워주마! 노력과 근성만으로는 안 된다고? 그게 아니라 다 때가 있는 법! 순도 99 노력파 마법사에게 39 살짝 귀찮은 39 1 의 기연이 찾아왔다!",카카오페이지,beTh7b/hy41IF1EDT/fMlkIg2OYWVBuuyLozPKz1,57464612
31,이건 명백한 사기결혼이다,"제이드,배즙,박해담",월,로판만화,"가문을 지키기 위한 유일한 방법, 결혼. 딱 1년간 남편이 되어줄 사람을 찾기 위해 정보 길드에 중매를 의뢰했다. 그런데 잘생긴 조건이 흡족하여 결혼했는데, 이 남자 이름이 케레이드가 아니라 . 뭐? 칼리어드 대공? 그 미친 전쟁광, 살인마 . 피를 부르는 악의 화신인 칼 리 어 드 대공 이라니! 토끼 같은 레이린의 목숨 건 계약 결혼, 이건 명백한 사기결혼이다",카카오페이지,cuI6bS/hyATs0DIjS/cvduaeAknsyo1k1m5zonHk,53949651
32,천인의 신부,"문솔,희명",월,로판만화,"나는 네 남편이 될 자다. 채나라의 적통 공주인 채연 은 어린 시절 황후인 어머니를 일찍 여의고, 황제에게 사랑받는 총비 고 귀비 에게 목숨을 위협당하며 궁에서 살아왔다. 자신, 그리고 사랑해 마지않는 동생 성종 의 운명을 바꾸기 위해 천인의 신부가 되기로 마음먹은 채연은 제천 의식을 올리고 사당으로 향한다. 하지만 고 귀비는 채연이 천인의 신부가 되어 새로운 권위를 얻는 것을 저지하고자 병사들을 보내 채연을 쫓는데 사당으로 향하던 채연이 고 귀비의 병사들에게 붙잡히려던 찰나, 날개를 단 남자가 나타나 채연을 구해준다. 네 남편이 될 자 라고 소개한 그 남자는 병사들을 따돌리고는 채연을 데리고 가버리고, 채연은 정신을 잃는다. 다음 날 채연이 눈을 뜬 곳은 낯선 침대였는데 ! 목숨을 바쳐서라도 운명을 바꾸려는 공주, 그리고 천 년 전 사랑하던 연인을 잃고 외로이 살아가던 천인과의 3년간의 계약 혼인! 천인의 신부 문솔, 희명 학산문화사",카카오페이지,bjVdJy/hyZ8tUUZ5V/skLruhRdIujVH996Dzxvw1,55705058
33,아도니스,"구당,결정,혜돌이,팀 아도니스",월,로판만화,"자신과 누구보다 닮았던 자, 그래서 서로에게만 집중했고 광적으로 집착했다. 다만 한쪽은 상대의 온기를, 한쪽은 완전히 꺾기를 원한 아르하드와 이아나. 주인공 이아나는 적국의 황제가 된 아르하드와의 싸움에서 삶을 미련 없이 끝내지만, 영문도 모른 채, 다시 되살아나 자신이 살아왔던 삶을 반복하게 된다. 전생에서 파국을 맞이하게 된 두 사람은, 새로운 생에서도 또다시 만나게 되고, 비극을 반복하게 되는 것일까 .",카카오페이지,PWkKI/hyATr1CSCg/NrOXdn1hQgTYmpzM2yddh0,48697412
34,혼자 레벨업 합니다,"방개,신필",월,소년만화,"짐꾼으로 일하던 한열. 오매불망 기다리던 각성과 함께 헌터가 되다! 그런데 이게 웬일? 몬스터를 잡아서 레벨업을 하고, 행동을 통해 스킬을 획득하라고? 신필 작가님의 인기 웹소설 혼자 레벨업 합니다 을 웹툰으로 만나보세요!",카카오페이지,wlZx2/hyLja89qAj/6SovvSku1KkpKSZsP68P6K,55815081
