,title,day,genre,story,platform,Thumbnail
275,가내수공업 Ent.,완결,,"급 섹시 아이돌 병풍 멤버, 하영과 너무나도 눈에 띄는 숨은 조력자들의 하영이 꽃길 걷기 프로젝트!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1290/c2/2x/c06f15a5-546a-4956-93a7-3d6af0c8cc8b
276,도깨비훈장,완결,,"낯선 섬, 제주도에서 만난 도깨비들이 자꾸만 나를 쫓아온다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1271/c2/2x/c58fdffd-f0fc-4b47-8a8a-0ff203b69db5
277,구리의 구리구리,완결,,논픽션 좌충우돌 구리의 구리구리한 일상툰,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1457/c2/2x/4c95a01a-1c5e-4233-8f88-3cea4b853fda
278,19세기말 비망록,완결,,"종교와 과학이 격돌하는 19세기 말 영국, 릴리안과 낯선 오라버니의 금단의 사랑",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1283/c2/2x/996cb41b-553e-4287-9481-8f9ebac61867
279,파워맨,완결,,파워맨과 친구들의 아스트랄 휴우먼 스토리!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1385/c2/2x/c5a9ad6b-5c31-4d8f-acdb-acb44cd84e13
280,2018 다음웹툰 능력고사,완결,,"1등에게 10만 캐시를 지급합니다. 시험기간 4 1, 정답 및 장학생 발표 4 3",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1448/c2/2x/82442b2a-3761-4ada-9228-f3f879052d71
281,초월(初月),완결,,일제에 대항했던 백초월 스님의 이야기를 거장 이현세 작가의 그림으로 만나세요!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1432/c2/2x/c5efd7c4-79ae-4c89-a4b2-e9150c32efab
282,아수라발발타,완결,,본의 아니게 ? 신내림을 받은 한 남자의 미스터리 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1265/c2/2x/7f25ac32-62e3-431b-a768-dcef2659e4cc
283,공대에는 아름이가 없다,완결,,공대 아름이들의 좌충우돌 캠퍼스 라이프!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1319/c2/2x/c3a48434-0019-4c5e-b927-24aa94d5947e
284,가랑가랑,완결,,우리에게 선택은 언제나 어려운 일이었다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1356/c2/2x/0a42a68c-a0f2-4e85-8894-128f408af18e
285,혼자를 기르는 법,완결,,스스로를 돌보기도 힘든 내가 과연 잘 할 수 있을까?,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1257/c2/2x/50b6d913-df94-4467-a2da-5f305a4bac41
286,사컷 : 죽음의 소리,완결,,평범한 일상을 살고 있는 당신에게 일어날 수 있는 끔찍한 공포의 순간,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1294/c2/2x/d9f9c483-d864-4330-aefe-eba8bdff2f03
287,두번째 집,완결,,우리 집은 이런 집이 될 수 없다,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1358/c2/2x/dfc0fa5d-b526-48f2-9387-d75e1ad2da9b
288,라그나로크,완결,,게임 라그나로크 온라인 브랜드 웹툰. 잊혀진 자들을 위한 진혼곡이 시작된다!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1394/c2/2x/6be022de-ec82-4846-9f83-62653b5090d5
289,아이쇼핑,완결,,"부모에게 살해당한 아이들, 그들의 복수가 시작된다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1334/c2/2x/4529b134-9e2c-43d6-bd3b-6bbd6c183854
290,매생이가 나타났다,완결,,연애만 빼고 다 잘하는 여대생 도형에게 들이닥친 초록색 그것 ? 과의 파란만장 하숙 생활. 만화공모대전3 우수상 수상작,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1286/c2/2x/00e8ca35-1a06-4081-977b-742e55721a79
291,어른의 취미,완결,,"조선의 미를 지켜온 장인의 후손인 영우 따뜻한 심성의 소유자로 누구에게나 곁을 잘 주는 강아지 같은 성격이다. 스무 살이 되던 해, 집안 어른들이 정해놓은 서방님 인 슬우와 결혼을 하기 위해 찾아가고, 아슬아슬한 동거를 하게 된다. 배우인 슬우는 고양이 같은 성격으로 아픔을 속으로 묵묵히 참으며 남들에게도 매정하리만치 냉정 하다. 톱스타 하윤과 이미 열애중인 상태로 널리 알려져 있는 슬우는 끊임없이 상처 를 주는 하윤을 떠나고 싶어하면서도 어쩔 수 없이 하윤에게서 벗어나지 못한다. 하지만 영우의 진심에 점점 마음을 열게 되는 슬우. 도중에 배우로서의 수명이 끝날 뻔 한 위기를 맞지만 옥봉 덕에 간신히 벗어난다. 비록 옥봉과의 첫만남은 이상했지만 자신의 가능성을 보고 믿어준 옥봉을 믿고 슬우는 그녀와 새로운 매니지먼트 계약을 하게 된다. 새로운 영화를 시작하기 위해 얽히고설킨 관계들을 애써 정리해나가는 중, 영우는 슬우와 자신의 결혼과 관계된 계약 에 대해 알게 되고, 슬우를 떠나버리게 되는데....",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1416/c2/2x/a9db529f-54b6-4fdd-9642-b9399c46f0dd
292,금빛도깨비 쿠비,완결,,"사라진 엄마를 찾아 떠난 소녀가 만난 놀라운 세계, 그리고 어디서도 보지 못한 도깨비들의 비밀은?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1293/c2/2x/414949b2-0533-46d1-ade5-b2b9832b33fe
293,옥탑의 전설,완결,,"다운 옥탑, 극한의 자취방 생존기! 저 그냥, 하게 해주세요!!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1316/c2/2x/faa44715-38ee-4a6e-9a4a-c2579b2d161c
294,가딩 : 그녀는 나의 웬수,완결,,14살 때 죽은 친구가 수호신이 되어 연애를 방해한다? 다사다난한 모태솔로 탈출 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1233/c2/2x/531bc267-de78-4bd6-9452-b92efd971864
295,대새녀의 메이크업 이야기,완결,,화장 못한다고 까인 새내기 김경아의 두근두근 로맨스 메이크업 이야기!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1220/c2/2x/65fe57b7-d8e5-442a-aa16-a81e019292d1
296,월령관 살인사건,완결,,"100여 년 전, 의문의 살인사건이 벌어졌던 낡은 서양식 저택에서 또 다시 사건이 일어난다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1305/c2/2x/4d974082-966c-4da7-b8c9-164fb4e140e6
297,사랑스러운 복희씨,완결,,언젠가는 이 사랑이 이루어질까요? 조금은 서투른 그들의 짝사랑 탈출기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1275/c2/2x/a99fa3eb-c5e2-4645-b228-3fd037246a4b
298,게임회사 여직원들,완결,,게임을 만드는 여직원들의 게임같은 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1135/c2/2x/f19342e6-855b-4079-b65e-ee7227b66465
299,풍뎅이뎅이,완결,,저를 봐도 밟지마세요! 그냥 풍뎅이일 뿐이니까요!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/878/c2/2x/f0f5f71d-54e3-48aa-98b8-47a490fe8c59
300,라디오 갤럭시,완결,,인간의 마음에 방송을 하는 기상천외한 세계 라디오 갤럭시를 무대로 펼쳐지는 우주 활극!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1357/c2/2x/9195b108-aae3-4774-84d0-d1fcabf1c040
301,저택의 주인,완결,,외딴섬의 저택. 아이들이 찾아오고 저택의 분위기는 급변하게 된다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1333/c2/2x/81276686-d23e-47d6-8902-bc8e5f4fa26e
302,블랙 마리아,완결,,난데없이 쏟아지는 외계인들의 재난에 대처하는 지구인경찰의 수난기!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/109/c2/2x/60b39256-bc5f-4d94-9316-d376df8dd294
303,살아말아,완결,,"사랑 없는 결혼 생활에 지친 노부부, 다시 그 때로 돌아간다면?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1223/c2/2x/3a7dd574-a91a-46f2-ae12-9a5c59e23bc9
304,바퀴벌레,완결,,생존에 최적화된 바퀴벌레처럼,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1300/c2/2x/200d31b7-c0c4-4374-948c-7d66e397659b
305,인천상륙작전,완결,,해방에서 한국전쟁까지. 격동기를 살아간 사람들의 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1344/c2/2x/d96dd06b-6bad-400a-a248-f47edf985637
306,고교대장부,완결,,왕년에 주먹 좀 날리던 그가 돌아왔다?,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1267/c2/2x/a0befd25-4187-40e3-afa4-e0ce2bf52b30
307,달콩분식,완결,,작은 분식집에서 펼쳐지는 달콤한 연애소동,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1317/c2/2x/5e7ce11f-c841-4fb6-8fda-21be5fef94c7
308,어떤 거짓말,완결,,난 나를 위해 너를 사랑한다. 이기적인 그들의 위선과 사랑,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1353/c2/2x/0a09a56d-5319-415b-8824-e1e3e769594d
309,음양사,완결,,"고려의 소년 병사 설봉 과 기억을 잃은 음양사 세이메이 의 무인도 조우, 위험에 빠진 마을을 구하라",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1377/c2/2x/4be9bbcc-61d8-4037-aae0-9cd2b3ba9920
310,일진의 크기,완결,,"화제의 작품 일진의 크기 그 마지막 이야기, 파이널!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1024/c2/2x/d1182122-facb-48b5-bd49-9a394f40fc85
311,웹툰작가 살인사건,완결,,"웹툰 작가가 죽었다. 용의자는 셋, 과연 그를 죽인 진짜 범인은 누구일까?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1380/c2/2x/3e3cc305-86ad-453d-9ec6-a2cbcb2017cc
312,가디언즈 오브 갤럭시 : 죽음의 보석,완결,,"다음웹툰과 의 두 번째 콜라보 웹툰. 지구에는 어벤져스 , 우주엔 가.오.갤 이 있다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1362/c2/2x/228f88c1-22b2-4685-942d-ea6ea8f7ea5c
313,장산범 : 거부할 수 없는 목소리,완결,,3년 전 죽었던 그녀에게서 전화가 걸려왔다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1371/c2/2x/4c8f18c3-6d74-4ce3-98f7-fae16fd2db4f
314,썸머드림,완결,,"남들과 조금 다른, 그렇기에 더 특별한 한 소년의 성장기",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1191/c2/2x/a88dffab-3b14-45cd-be7c-075f6366ae9e
315,마샬아츠,완결,,부산에서 전학 온 문제아 황민도가 종합격투기에 도전하는 청춘 열혈 스포츠 만화!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1164/c2/2x/b4929413-f1b5-4f63-a2fe-c785535d7ac4
316,궁상가족,완결,,이토록 구질구질한 가족은 없었다! 돼지 핍 과 궁상가족의 우여곡절 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1266/c2/2x/154c275d-8db7-418d-988a-832c3609f8f8
317,도플,완결,,난 두명이 되었고 5년 동안 아무일도 일어나지 않았다. 바로 지금까진...,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1232/c2/2x/a0f25fd1-10b1-47f5-b23f-167edd54cd06
318,랫츠,완결,,"우리 곁을 둘러싼 수많은 사건 사고들, 나는 얼만큼 무뎌져 있는가?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1193/c2/2x/770b8c7b-fd19-4160-ae0e-e61f93720ebd
319,아 지갑놓고나왔다,완결,,"2017 오늘의 우리만화 수상작. 엄마와 딸, 죽음 이후 두 사람이 살아가는 이야기",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1195/c2/2x/25042ad8-8680-438f-b52f-05cee49ab015
320,로렌스를 구해줘,완결,,재벌들이 향락을 즐기는 연회장. 우리는 그 곳에서 일한다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1278/c2/2x/84a1af97-146a-4524-8e77-ef6dc46279a0
321,못 잡아먹어 안달,완결,,쌍둥이 남매의 대수롭지 않은 일상,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1130/c2/2x/1e64098f-cb9f-4cec-a032-3eed04df62e0
322,용이라고 불러줘,완결,,용이 되고 싶은 이무기의 복수를 빙자한 사랑 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1325/c2/2x/32b1d778-987b-46f8-9fcd-169845d9e81b
323,Dr.브레인,완결,,천재적인 뇌과학자가 죽은 사람의 뇌에 접속하며 겪게되는 사건들,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1315/c2/2x/d24dd56e-a2b7-4893-af1e-d0e62d7f4d90
324,트레져헌터3,완결,,"연단술사와 연금술사의 전쟁, 트레져헌터 최종장 오픈!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/920/c2/2x/f4edcc9c-a14b-457e-bba5-5797121dd0f5
325,에비츄,완결,,까망베르 치즈와 아이스크림을 좋아하는 에비츄의 소소한 ? 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1311/c2/2x/78578500-48e4-47d0-8078-040dfb3023c3
326,당신의 소원은 무엇입니까,완결,,소원을 들어주는 나무가 있다?! 귀여운 소원 나무 신령과 까칠 소녀의 좌충우돌 힐링판타지,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1324/c2/2x/d803072f-e516-4f3f-abbc-d6d26b538aba
327,술꾼도시처녀들,완결,,술꾼들을 위한 본격 음주 일상툰. 경고 지나친 음주는 건강을 해칠 수 있습니다,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1090/c2/2x/a7196c08-8d4f-475c-bdf5-10ca6cb9cc20
328,애프터눈 히어로즈,완결,,1급 비밀. 한국형 소녀 히어로가 나타났다!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1032/c2/2x/5cab2366-4936-4ec8-a8e4-1a9275476a9b
329,키스앤코리아,완결,,"1919년, 영국인 화가 엘리자베스 키스 . 미지의 나라 조선을 여행하다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1272/c2/2x/3e98b004-be3b-40f6-a050-4bc8099c21d8
330,부암동 복수자 소셜클럽,완결,,평범한 세 여자의 특별한 복수. 온라인 만화공모대전 장려상 수상,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1122/c2/2x/cda721c1-460f-45c2-816e-67a6c2770715
331,70,완결,,"정전 70년 이후, 내 나라 조국은 없다. 웹툰 최초 밀리터리 극화.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1000/c2/2x/c12c1a52-1c5a-4e69-abbe-476f54d54c54
332,아스팔트 정원,완결,,예전의 지위를 되찾기 위해 분투하는 소녀의 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1172/c2/2x/01e06277-57d0-4070-8196-14fb2e4b4d98
333,"어쩌면, 사랑",완결,,"사랑이란 뭘까? 고민하는 고등학생 우영, 담임 선생님 석훈을 만나 찾아가는 감정의 정의",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1256/c2/2x/eb990dd3-9921-4731-8a6b-2f04bca8bf6a
334,빅토리아처럼 감아차라,완결,,"축구계의 방랑자, 구연산. 위기에 처한 대표팀의 구세주로 등극할 것인가!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1279/c2/2x/f43801b0-6fa0-41f7-8d90-55eca0c39209
335,신시,완결,,12개의 시간으로 세상을 지배하는 십이지신. 동물 신들의 버라이어티한 배틀!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1092/c2/2x/6cb20c0d-721b-442a-890f-ff8d68344713
336,조상님이 돌아왔다,완결,,실수로 조상님을 불러냈다. 이 분을 무사히 돌려보내려면..?!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1226/c2/2x/192b5467-a96a-4206-8fe3-8ab96dcfa191
337,작약만가 : 서리꽃,완결,,"후궁이라는 미명 하에 칼을 두른 여인들, 탐욕과 공포 아래 나는 이 황궁에서 살아남을 수 있을까? 만화공모대전3 최우수 수상작",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1287/c2/2x/4483762b-d373-46ca-b605-64d2a0e34995
338,19년 뽀삐,완결,,장발머리 병걸이 곁엔 뽀삐가 언제나 함께 있다,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1243/c2/2x/2d3746be-7c22-46c3-bf5c-365280df2be4
339,아시안 하이웨이,완결,,"대륙으로 이어진 길, 그 희망의 길 위에서 펼쳐지는 처절한 사투",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1231/c2/2x/f9e239c7-2c42-4f80-8f65-7635ac671266
340,세자전,완결,,천운을 타고난 귀한집 자식. 조선시대 세자들의 치열한 경쟁!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1063/c2/2x/7d0a11c8-9486-48d2-bf6a-3af64b48f525
341,그놈은 여고생,완결,,최강 이라 불린 고등학생 최강배. 그가 치마를 입고 여학생이 된 이유는?,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1116/c2/2x/de3a60c6-3b04-454f-8625-82640d603e51
342,페이머스맨,완결,,"뺑뺑이 안경에 존재감 없는 아이 유명인, 그가 무대에 오른다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/900/c2/2x/11f85edc-5ec3-4f3d-a17b-d825124a351a
343,놀러와 마이홈,완결,,뚝딱뚝딱 공방에서 심쿵심쿵 로맨스까지 베리의 달콤한 일분일초가 궁금하면? 놀러와 마이홈,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1310/c2/2x/b56c3480-b5d0-4acf-8409-9a80ea917f65
344,"회색 방, 소녀",완결,,"이름 없는 소녀의 삶과 죽음, 버림받은 아이들의 비극에 관하여",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1224/c2/2x/060108d4-05cb-4233-8558-31f0f879eabf
345,소년 가라사대,완결,,"소년, 소녀를 만나다.. 그리고 그들은 친구가 될까 아니면 첫 사랑이 될까",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1246/c2/2x/2648460c-b763-4a94-bfa4-8ae133f4a444
346,무균격리구역 AA아파트,완결,,"불명성 면역결핍증이 유행하는 대한민국, 위기의 청년 와 수수께끼의 아파트",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1240/c2/2x/b8c31f26-19d3-4cd4-b52c-0b12240c5f9a
347,밤의 베란다,완결,,너도 나처럼 끊임 없이 절망하고 괴로워 했으면 좋겠어 날 이해 할 수 있게..,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/927/c2/2x/7f931237-7256-4f8d-bf56-da2a584e5647
348,여우는 같은 덫에 두 번 걸리지 않는다,완결,,"1990년, 아마추어 무선사들의 광장에서 벌어지는 이야기",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1274/c2/2x/6947da1f-aeb0-4368-a29e-15be004dd7da
349,부탁해요 이별귀,완결,,연인들의 이별을 관장하는 귀신들의 특별한 커플 브레이킹! 과연 성공할 수 있을까?,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1028/c2/2x/4f72f2c2-9e8f-4dbd-9455-ee9aba4e8e5c
350,웰컴 투 고스트시티,완결,,서울시 귀신특별자치구로 파견된 엘리트 공무원의 임무수행기!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1072/c2/2x/840710db-e759-453a-838b-16c771d063cf
351,캐셔로,완결,,"2017 오늘의 우리만화 수상작. 정말로 돈이 곧 힘 이지만, 그러던가 말던가 빈곤한 두 남매 이야기",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1197/c2/2x/c6661221-e7ae-4a68-a33e-b8a9b3dbe30b
352,사랑하는 나의 엄마에게,완결,,"엄마는 너를 사랑해, 네가 작은 아기였을 때부터.. 엄마에게 보내는 딸의 소소한 편지",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1188/c2/2x/291b38c3-b079-4c17-b5a4-0c67d73dde47
353,하푸하푸,완결,,"애교가 부족할때 보세요, 혀가 짧아지는 만화",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1113/c2/2x/84d724dc-8168-4309-b8e8-cebbf844ca96
354,오빠의 향기,완결,,오빠와 나는 3살 차이. 그런데 왜 이렇게 어른처럼 보이는 걸까?,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1203/c2/2x/10b7f563-be19-4a41-8517-96caf4bb6795
355,멈춰있는 동안에,완결,,멈춰있는 동안에 찾아온 이야기.만화공모대전2 우수상 수상작.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1214/c2/2x/c9d618b3-4270-4b08-ae4f-718460f5e44c
356,던전오브다단계,완결,,교묘하게 벌어지는 어떤 악몽같은 일에 대하여..,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1205/c2/2x/e4a9d0f7-1603-48c8-91ea-1d68b23fce8f
357,우리 집에 사는 남자,완결,,"드라마 이웃집 꽃미남, 호구의 사랑 원작자 유현숙 작가의 신작",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1192/c2/2x/fcbabcb3-0777-4a3e-a975-058e2951165c
358,지구방위연구소,완결,,지구 수호의 임무를 띤 연구소에서 펼쳐지는 개그 퍼레이드!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/595/c2/2x/f8aa9158-d30e-49cd-a7ec-c6ce023e9f1b
359,더 헌터,완결,,"임진왜란의 처절한 게릴라 혈투, 무등산 매 와 함께 왜군에 맞서다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1144/c2/2x/ab0d5ed2-8c5b-4ace-8310-9a6c160466ad
360,죽어 마땅한 자,완결,,내게 들려오는 소리... 인간은 벌을 받아야 한다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1260/c2/2x/637026eb-cef4-4550-bb8d-b921ca2139c9
361,백조만화방,완결,,4년째 취업준비 중인 해밀이 잊혀지던 출판 만화를 통해 전달해주는 희망 메세지,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1184/c2/2x/e5826aaa-f489-4d95-9073-ccfe75a725d5
362,아빠는 16세,완결,,"내게 완벽한 삶을 주겠다던 외계인, 그런데 뭔가 이상하다..",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1204/c2/2x/e32ecb3a-3253-4ad1-87a7-060425d6f297
363,계마로의 블로그,완결,,"귀여움의 대명사, 웰시코기와 하우스 쉐어! 이 개.. 아니 이분과 잘 지낼 수 있을까?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1119/c2/2x/0229d3b4-d5d4-4994-b5cc-317417a5722b
364,생존인간,완결,,학교는 나의 유일한 안식처였다. 그것 이 나타나기 전까지...,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1219/c2/2x/b402957b-912f-4ae1-abb2-87af5d76a7f8
365,집떠난 개고생,완결,,"삶에 지친 남녀의 3주 간의 여행, 그들에겐 무슨 일이?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1249/c2/2x/0ab11291-8f21-4ae0-a635-284b7779de22
366,청춘극장,완결,,누구나 청춘을 산다. 다양한 장르의 이야기를 통해 본 청춘 드라마,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1245/c2/2x/d3bea9cd-dde3-4961-a6f7-96d44b848d4d
367,별신마을 각시,완결,,"요괴들만 사는 별신마을, 그속에 나만 인간? 인간 세상으로 돌아가기 위한 기나긴 모험!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1248/c2/2x/e77b03f6-602f-4310-88f8-8ffceb1093b4
368,[특집] 15인의 반전만화,완결,,내가 알던 작가 맞아? 15인 작가의 스타일 대반전!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1268/c2/2x/742c3eb3-3d95-4462-b008-9c5e5062f7cd
369,마야비,완결,,"신들의 봉인이 풀린 아유타국, 마지막 마야비의 전쟁이 시작된다",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1238/c2/2x/07958aa4-64eb-4ca6-8df0-8bff2fd7cbf8
370,오버 스팀,완결,,"궁극의 에너지원 드라칸 , 그리고 이를 둘러싼 처절한 제국전쟁!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/921/c2/2x/e6b57683-66fc-4789-8e61-5158edbb4bad
371,스타워즈 : 깨어난 포스 그 이전의 이야기,완결,,최고의 우주 대서사시 스타워즈 시리즈 스타워즈 원작 3부작을 웹툰으로!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1200/c2/2x/bf39bc9a-c994-4af3-8d13-03c4d946e0bd
372,장기대출,완결,,인간의 장기를 대출할 수 있다면 어떻게 될까?,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1216/c2/2x/6ad857af-2d34-4f1c-bb88-1e69d041d1a5
373,스타캣의 힐링툰,완결,,지친 당신을 스타캣이 살포시 안아드릴게요.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1159/c2/2x/793597b7-1840-4bd5-93e7-e0ea5c0bb20d
374,달세즈,완결,,"빛을 지닌 소년의 이야기, 4월 웹툰리그 당선작",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/999/c2/2x/93a48f29-3fb5-4f45-87fc-71fc66a773aa
375,아메리칸 유령잭,완결,,세상에서 가장 오싹한 유령 잭 하우스에귀신의 집 딸 마고은이 도전한다!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/976/c2/2x/3b5977aa-67e0-4017-8270-5afbe455fa77
376,잡초 이야기 : LIVE,완결,,나는 죽지 않는다. 묵묵히 살아갈 뿐..,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1173/c2/2x/9f618eaa-2356-42ca-95ea-b304443956ae
377,무(武)림수사대2,완결,,강호의 운명을 건 사투! 무림수사대 두번째 시즌 무황재림,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1073/c2/2x/b4e682a8-da7d-4fd8-baa8-d889fc15babe
378,치삼만화,완결,,"웃대의 전설 치삼, 5년만에 다음웹툰 입성",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1095/c2/2x/26c135f6-a65d-4d79-8fee-4867f86eeb2c
379,50픽셀 데이즈,완결,,"게임을 만드는 청춘들의 일상, 성장, 좌충우돌 로맨스 코미디",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1196/c2/2x/1f07e2c0-7bcf-47cc-8099-96437d8d5821
380,꽃드림,완결,,"전쟁과 사막화로 황폐화된 근미래, 하지만 그곳에도 꽃집은 있었다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1071/c2/2x/566bd3da-bc18-425a-9a69-15c34116b261
381,점핑걸,완결,,"녀, 현대판 마녀사냥을 당한 그녀들의 엽기발랄 생존기",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1114/c2/2x/874da8d7-75ec-4482-a2d8-b956ed927cef
382,친구엄마,완결,,"나는 좋은 딸이 될 수 있어, 너보다 더..",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1186/c2/2x/3f4ec52c-ef48-470a-97a5-b5199a05fdeb
383,용비개천가,완결,,개천에서 사는 거지용과 무미건조한 중2 소녀의 좌충우돌 밥정 이야기.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1198/c2/2x/a89452ca-bbe2-4684-96bc-70bf64ac2d8b
384,조난! 에로로,완결,,때로는 당황스럽게 때로는 흥분되게 영원히 곁에 있어줄 저돌적인 그가 옵니다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1075/c2/2x/1860ae92-c7bc-4ae3-b1b2-945fdc408d2e
