,title,author,day,genre,story,platform,Thumbnail
82,"아빠, 나 이 결혼 안 할래요!",유리,목,로맨스 판타지,"모두에게 미움받는 악녀 쥬벨리안. 사랑했던 애인도 단 하나뿐인 가족, 아버지에게도 버림받고 쓸쓸히 죽어버린 비참한 악역 쥬벨리안이 바로 나라고? 인생 2회차 이렇게 된 이상 사랑받는 건 텄다! 아버지의 돈으로 꿀이나 빨겠어! 화려한 공녀라이프를 선언했건만, 아니, 아버지! 싸이코패스 황태자가 제 결혼 상대라고요? 방법은 단 하나, 계약 연애뿐! 그리고 상대로는 아버지의 제자가 좋겠다고 결론 내린다. 바로 그 남자가 황태자인 줄 모른 채 .",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2472/c2/2x/530cdbf1-de28-49d6-86e0-d2603eb94fbe
83,소설 속 악녀 황제가 되었다,산양,목,로맨스 판타지,"진탕 취했다 잠에서 깨어 보니 소설 속 폭군 황제에게 빙의했다. 사흘 뒤면 반역으로 죽을 예정인 황제 율리아 에게. 전생의 복수도 해야 하고, 반역도 막아야 하는 워커홀릭 황제 폐하의 살길 찾기 프로젝트. 기왕 황제 된 거, 폭군보다 성군이 낫잖아? 의외로 황제 체질. 외강내강 직진형 황제 율리아의 파란만장 제국 통치기!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2404/c2/2x/b488190d-738f-4556-8a13-6210062c8b43
84,지옥에서 돌아온 성좌님,시치,목,학원/판타지,"성좌들이 노리는 땅, 지구. 헌터 최연승은 지구를 독식하려는 성좌들을 막아내고자 특별 수련에 돌입하기로 한다. 수련 장소는 시간이 무한히 느리게 흐르는 공간 어비스. 허나 최연승은 갑자기 마력폭풍에 휘말리고... 급기야 거친 어비스를 정면으로 마주하게 되는데. 어비스 곳곳에서 전례없이 무한한 실전 수련을 거친 최연승은 인간 최초로 성좌가 되는 실마리를 발견한다. 노력형 헌터 최연승은 과연 무사히 성좌로 거듭나, 성좌들의 먹이가 될 운명인 지구를 구할 수 있을 것인가? 노력형 먼치킨 무공 수련자 최연승. 그가 걷는 인간 최초의 성좌가 되는 길!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2483/c2/2x/47b266b0-2c3e-4712-95f0-6061527f59a3
85,옥탑방 소드마스터,김의권,목,학원/판타지,"능광중학교 재학 시절 동급생 8명에게 폭행당해 혼수상태에 빠진 세영, 9개월 만에 깨어나지만 부모님이 자신의 억울함을 풀기 위해 분신자살했다는 것을 알게 된다. 그로 인해 폭행 사건이 재조명 받아 사건을 덮으려 애쓰던 가해자들이 처벌받지만, 세상에 대한 분노와 두려움은 없어지지 않았다. 세영은 철저한 외부와의 단절로 자신을 숨겨버린다. 달이 바뀌고 해가 바뀌고 계절이 바뀌어도 문밖을 나서본 적이 없던 어느 날, 갑자기 이상한 소리가 들려 문을 열고 밖을 나가는데.. 옥상 정중앙에 꽂혀 있는 거대한 검 싸우는 검 그리고 그 검을 통해 신의 목소리가 전해 들려온다. 강해지는 법은 간단해. 검을 들고 뛰어. 그리고 휘둘러. 지칠 때까지. 그것뿐이다. 세영, 그의 통쾌한 복수가 시작된다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2380/c2/2x/2220c447-7858-4c19-995b-2c68edd8e2b2
86,괴물 공작가의 계약 공녀,민작,목,로맨스 판타지,언니의 삶에 희생되기 위해 태어난 레슬리. 더이상 타인에게 휘둘리는 삶이 아닌 자기 자신을 위한 삶을 살기 위해 괴물 공작가 라고 불리는 셀바토르 가문에 찾아가 자신을 양녀로 입양해 제국 유일한 공녀로 만들어 달라는 요청과 함께 세계 최고의 어둠술사를 주겠다는 거래를 제안한다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2336/c2/2x/a4e2081b-3379-4cd2-bb8a-e983b9d0fe03
87,그냥 악역으로 살겠습니다,대전환,목,로맨스 판타지,"책 속 악역, 공작 영애에 빙의했다! 감히 여주인공을 죽이려한 살인미수범이 이 몸의 주인이라고? 기왕 이렇게 된 거 조용한 곳에서 놀고먹으며 막 살자! 고 생각한 것도 잠시. 벌로 쫓겨난 북방의 이곳은 너무너무너무 추웠다. 얼어 죽기 전에 불꽃의 대악마를 불러내 벽난로에 불을 지폈는데 쟤 왜 안 돌아가? 할 일 다 했으면 가야 하는 거 아냐?! 불 피우려다 악마와 종신계약 한 것도 당황스러운데 욕구 해소 ? 까지 책임지라니! 대형 멍멍이 악마님과 부스러기 악역 영애님의 티격태격 로맨스 그냥 악역으로 살겠습니다",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2475/c2/2x/48660fd2-c88c-4678-a358-2432d1bfecc2
88,킬 더 히어로,만화인생,목,학원/판타지,"어느 날 갑자기 게임처럼 변해버린 세상. 던전에서 몬스터가 쏟아져 나오고 그들을 상대하는 플레이어가 생겨났다. 그리고, 혜성처럼 등장한 구원자, 이세준. 나는 그의 동료가 되었다. 하지만 그동안 수고했다. 네가 아니었다면 여기까지 올 수 없었겠지. 최후의 던전에서 나는 이세준의 칼에 목숨을 잃었다. 죽음의 순간, 내 귓가에 들려온 알림음. 게임을 시작합니다. 나는 플레이어로 각성하기 전의 과거로 되돌아 왔다. 이제는, 내가 널 사냥 할 차례다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2376/c2/2x/76d6aef2-c809-4954-878e-24344c49853a
89,도사강호,김달해,목,액션/무협,"데이트 중 갑작스런 사고에 눈 떠보니 사극 촬영장?! 아니, 아기 도사로 다시 태어났잖아! 한때는 구파일방이었지만, 지금은 세가 약해진 종남파에서 건청 이라는 이름을 받고, 전생의 지식을 이용해 무공의 이치를 깨닫는다. 시각이 다르면 무공도 다르다. 무재는 아니지만, 지식을 가진 기재! 생사도협 건청의 신개념 강호정벌기! 지금 시작합니다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2441/c2/2x/f699a026-a3f7-4d06-8268-6c653bedad5c
90,일상생활 가능하세요?,시녹,목,로맨스,"유일 호텔의 대표이사 이호진. 외모, 집안, 능력 모두 뛰어난데다가 겸손하고 예의까지 바르다! 그런 그의 천적은 동갑내기 사촌 이영준. 다른 이에게 향할 관심과 스포트라이트까지 죄다 가져가 버리는 얄미움의 최종 보스 그를 멕이기 위해. 호진은 영준이 가지지 못한 미술 작품을 손에 넣으려 한다. 그러려면 그림 주인의 막내딸 한서정의 남편 자리를 꿰차야 하는데....... 김비서가 왜 그럴까 의 스핀오프 정경윤 소설, 웹툰으로 찾아온다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2471/c2/2x/aff46cd8-5d2f-4c08-a9ec-beb3da734a0b
91,다른 세계에서 주워왔습니다,가비뚜,목,학원/판타지,"낯선 곳에서 눈을 떴다. 폐허가 된 주변, 뼈만 남겨진 군인의 시체. 이곳은 멸망한 서울!!!! 이대로 멸망한 세계처럼 되는 건 시간문제?! 다른 세계에서 단서를 찾아, 멸망을 막아야 한다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2408/c2/2x/dd8d8670-3b58-4e7a-a5d5-50060f271144
92,유리온실의 공작 부인,공기알,목,로맨스 판타지,"당신 인생을 살아. 맥없이 휘둘리며 남에게 내어주지 말고. 에드하르가 내게 해준 말은 참으로 제멋대로였으나 묘하게 나를 울려대었다. 하지만 그와의 결혼 생활은 불행에 가까웠고, 소중한 아이마저 빼앗긴 채 나는 초라한 별채에서 쓸쓸히 죽음을 맞이했다. 모든 것을 포기했을 때 감사하게도 다시 주어진 두 번째 삶. 나는 나에게 주어진 기회를 제 것으로 만들겠노라 다짐했다. 눈을 감으면 과거의 일들이 선연하지만, 이젠 도망치지 않고 직시하겠어. 나와 내 아이를 지키기 위해!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2478/c2/2x/a1edc359-a556-4351-bd00-e395c7fca698
94,화룡왕,옥돔,목,액션/무협,어려서부터 남들과는 다른 눈으로 세상을 바라볼 수밖에 없었던 서문무휘. 뜻하지 않게 강호로 나가게 된 그의 붓끝에서 새로운 세상이 펼쳐진다!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2452/c2/2x/f279b2b2-61ee-491e-aba6-0c0118c9fd4f
95,프로레슬링의 신,COBY,목,판타지 드라마,"누구보다 프로레슬링을 사랑하지만, 인종의 한계를 넘지 못한 준호킴. 성과 없는 은퇴 후 공사장 잡부로 일하던 와중 불의의 사고에 휘말리고 눈을 떠보니 WWF 입사 시험 전날로 돌아왔다?! 이번엔 내 커리어를 승률 0.7 의 악역 쿵 퓨리로 끝내지 않겠어! 죽도록 구르며 배운 기술들과 미래에 대한 정보를 가진 채 20대의 몸으로 회귀했다. 커리어 내내 패배 전문 악역 자버 Jobber 로 구르던 역사를 반복하지 않겠다. 앞으로 한 시대를 풍미할 레슬러들과 함께 프로레슬링계의 역사를 다시 쓴다. 시대의 아이콘 이라 불리는 프로레슬링의 신이 되기 위해!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2458/c2/2x/ce21300f-fed3-46a0-b4b3-797e7b015427
96,황제의 외동딸,리노,목,로맨스 판타지,"아리아드나 레르그 일레스트리 프레 아그리젠트. 겁나 긴 이름으로 시작한 새로운 내 인생 그러나 대체 이건 무엇이란 말인가. 나름 귀한 신분으로 태어났음에도 태어날 때부터 온갖 동정 어린 시선은 다 받고 태어났으니 그 이유는 단 하나 바로 내 아버지라는 작자 때문이었다. 아버지가 미친놈이시라면서요? 반역으로 피로 얼룩진 옥좌에 올라선 반왕, 대륙을 공포로 몰아넣은 희대의 폭군. 나 과연 살아남을 수는 있을까? 이 황제는 아주 위험한 생물입니다. 하지만 지금은 내 아빠죠. 아, 나!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2303/c2/2x/f963652d-b05e-4fad-88a1-e0953bfbd747
97,마존현세강림기,"Azi, UGPP",금,학원/판타지,첫 번째 삶. 불의의 사고로 가족과 두 다리를 잃고 스스로 목숨을 끊었다. 두 번째 삶. 중원에서 적천마존이라는 명성을 얻었지만 가장 신뢰하던 이에게 배신당해 죽게 됐다. 그리고 맞게 된 세 번째 삶. 다시 돌아온 현대에서 강진호 자신은 평범한 삶을 살 거라 다짐하지만... 평범한 인간으로 살기엔 이미 중원의 삶에 너무 익숙해져 버린 것 ! 난 평범하게 살고 싶었어. 하지만 먼저 날 건드린 건 너희들이다. 각오는 돼 있겠지? 다가오는 위기 속에서 강진호는 적천마존으로서의 충동을 떨쳐내고 무사히 평범한 삶 을 얻을 수 있을 것인가 ! 전설이라 불린 마교 교주의 21세기 현세 적응기 !,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2350/c2/2x/30a9240a-5f4c-4987-9956-3d787cacb302
98,SSS급 죽어야 사는 헌터,네이다,금,학원/판타지,"F급 말단 헌터 김공자 . 랭킹 1위 염제 를 부러워하던 어느 날, 무려 S 급 스킬을 얻는다. 하지만 기쁨도 잠시, 어째 스킬 내용이 이상하다?! 상대의 스킬 중 1개를 복사한다,까지는 좋은데 뭐? 내가 죽어야만 발동된다고?! 죽어야 사는 헌터의 인간찬가 SSS급 죽어야 사는 헌터",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2454/c2/2x/133d3337-40bf-4005-823d-25a14f06fe6b
99,매달려도 소용없어,고래,금,로맨스 판타지,"사랑하는 남자, 라칸을 위해 내 모든 것을 바쳐 그를 황제로 만들었다. 그리고 드디어 오늘, 나는 그의 곁에서 황후가 될 것을 기대했건만, 황후의 관은 내가 아닌 나의 사촌 여동생, 비에나의 것이 되었다. 목숨까지 바쳐가며 희생한 내게 남은 것은 독에 중독되어 죽어가는 몸 뿐이라니. 대체 어디서부터 잘못된 걸까 버려지고 나서야 이용당했다는 것을 깨달았다. 그렇게 죽는 순간 다짐했다. 만약 또 한 번의 기회가 있다면 죽어도 라칸, 너만은 사랑하지 않을 것이라고. 그렇게 열여덟 살. 모든 것이 시작되었던 그날로 돌아왔다. 내 모든 것을 앗아간 라칸, 이번엔 널 처참히 망가뜨려 줄게. 라칸이 아닌, 과거 황제가 억지로 묶어 놓았던 나의 약혼자 페일론. 그를 반드시 황제로 만들 것이다. 페일론, 사랑 따위 필요 없어요. 계약 하나 하죠. 제 편이 되어 주세요. 그렇게 해주신다면 반드시 내가 당신을 황제로 만들 것입니다. 비에나, 라칸. 둘 다 나락으로 떨어뜨려 줄게. 이젠 매달려도 소용없어.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2491/c2/2x/9e56689f-f556-48c4-8a80-7effe1873ab0
100,낙화유수,RYU,금,로맨스,"하루 하루 한의사로서 치열한 나날을 보내던 김소진. 그러나 예상치 못한 화재사고로 목숨을 잃게 된 그녀는 다시 눈을 떴을 때 자신이 고구려 시대, 절노부 연씨 가문의 우희 가 되었다는 것을 알게 된다. 귀한 가문의 딸로 태어났지만, 이곳은 매일같이 전쟁이 벌어지는 고구려 시대! 게다가 이제 갓 열두 살일 뿐인데, 나를 정치적인 목적으로 정략 결혼을 시키겠다고? 게다가 하필이면 그 결혼상대가 대한민국 사람들이라면 모두 알고 있는 바로 그 광개토대왕 ? 전...전 태자님이랑 혼인 안할겁니다! 역사상 가장 위대했던 태왕, 그리고 미래 를 기억하는 여자 우희가 꽃피우는 연애담.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2492/c2/2x/d1a7c88f-a785-490f-a70c-755f725fe09a
101,화홍,서윤영,금,로맨스,"1부 단국의 고고하고 잘난 욱제 전하, 어리고 못난 소혜 아씨를 중전으로 맞이하였도다. 허나 욱제 전하, 잉첩인 희란 만 어여삐 여기고, 조강지처 소혜 아씨, 소박만 주는구나. 외롭고 힘든 궁궐 생활 홀로 버텨내던 중전마마, 이제 회임할 수 있는 진짜 여인이 되었으니! 어느 순간 욱제 전하의 눈길이 중전마마에게로 향하는 것인데 두 지존마마, 과연 귀한 사랑의 결실을 이룰 수 있을 것인가? 로맨스 장편 소설의 대가 이지환 작가의 원작 화홍 이 본격 궁중 로맨스 만화로 재탄생!!! 2부 욱제 전하와 소혜 마마 슬하 네 분의 왕자님과 두 분의 공주를 두셨으니, 이는 단국의 큰 복이라 장성하시어 세자빈을 맞이할 보령되신 단국의 세자저하, 예전부터 맘에 품었던 처자 연희 아씨 계셨으나 연희 아씨 성정 보통 아니라. 세자빈 되겠노라 저하와 약조해두곤 도망치기 일쑤로구나. 겨우겨우 세자빈 간택은 되었으나 간택된 날조차도 궐 담 넘겠다 아둥바둥하던 연희 아씨, 미리 아씨를 기다리고 있던 세자저하에게 보쌈당해버리니! 그 밤에 세자저하와 연희 아씨 과연 무슨 일이 있었으려나 ?! 더욱 화려하고 더욱 색 스러워진 화홍 2부! 각양각색 스타일의 구중궁궐 연애담을 지금 만나보세요",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2313/c2/2x/749d1753-6f22-4fb4-b472-f17bfb82be0a
103,두 번 사는 랭커,농농,금,학원/판타지,"5년 전 사라진 쌍둥이 동생을 잊고 살던 연우. 어느날 그에게 동생의 유품인 회중시계가 돌아왔다. 그리고 그 속에 숨겨진 일기장. 형이 이 일기를 들을 때 즈음이라면 나는 이미 이 세상 사람이 아니겠지. 여러 차원과 우주가 교차하는 세계에 놓인 태양의 신 탑, 오벨리스크. 그리고 그곳에 오르다 배신당해 눈을 감아야 했던 동생. 모든 걸 알게 된 연우는 동생이 남겨 둔 일기와 함께 탑을 오르기 시작한다. 오늘부터 난. 차정우이다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2335/c2/2x/b9fe0ce6-cb1a-451b-9e75-577ebf0bb31e
104,남편이 미모를 숨김,가비남,금,로맨스 판타지,"대대로 끔찍한 괴물이 태어난다는 할스테드 성의 영주, 에르덴. 흉측하기로 유명한 영주의 외모는 가면으로 가려져 있다. 언니들 대신 할스테드 성의 영주에 시집가게 된 레티샤는 괴물과 결혼한 여인 으로 불리며 많은 이들의 동정을 사지만 사람들은 모르는 비밀이 있다. 부인께는 항상 감사해하고 있습니다. 흉측한 저에게 이렇게나 상냥하시다니 그야 전 에르덴의 부인이니까요. 어서 빨리 이혼해드려 하루 빨리 이 모든 것들로부터 벗어나도록 해드려야 하는데 죄송하지만 이혼장을 잃어버린 것 같습니다. 그렇겠지, 내가 태워버렸으니까. 그래서 시간이 더 걸릴 것 같습니다. 법률가들 사이에 소문 좀 험하게 흘려놔야겠군. 이렇게 잘생긴 남편과 이혼이라니. 안 돼, 안 돼, 절대 안 돼!!!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2406/c2/2x/b12966b3-98ec-4c01-92a3-29a0119cbe28
105,그 오빠들을 조심해!,민이영,금,로맨스 판타지,"7살에 어머니를 여의고 에른스트 공작가에 입양된 하리. 에른스트의 삼 형제에게 갖은 핍박을 받아왔지만 시집을 가게 되면서 드디어 피눈물 나던 생활을 끝내게 되었다. 그런데 웬걸? 자다 일어났더니 지옥 같던 어린 시절로 돌아온 게 아닌가! 꿈인가?! 흥, 당장 깰 꿈이 아니라면 이제는 나도 눈치 안보고 맘대로 살거야! 하리는 그렇게 삐뚤어지기로 결심했다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2367/c2/2x/36de60e5-99e3-4e70-b3f4-07ec7082b8c9
106,"왜 이러세요, 공작님!",에디,금,로맨스 판타지,"나의 종달새, 내 영혼의 주군 그런 슬픈 표정 하지 마. 종달새가 우울해하면 내 세상에는 온통 비가 내리는 것 같아. 일명 사신 으로 불리는 냉혈한, 로안 페르카 공작 . 한 달 전 손수 내 목을 치려던 그가 나의 남편이 되었다?! 그것도 공처가, 애처가를 넘어 나 에르인 의 신봉자가 되어서!!! 진짜 사랑이면 좋겠지만 이 모든 것은 정체불명 마법의 힘, 심지어 그 마법이 점점 풀리고 있어 !! 이중인격 ? 두 남편 ? 과의 명줄을 건 결혼생활, 왜 이러세요, 공작님!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2333/c2/2x/b3778888-74be-4a82-9517-0c1a4c3fe069
107,치트라,레페,금,판타지 드라마,공무원 준비 생활만 수 년. 그런데 이렇게 억울하게 죽다니...! 그래서일까요? 죽었다 태어나니 아름다운 여백작이 되어 있었다. 심지어 미남신에게서 게임 능력까지 받게 되는데 뽑기...? 캐릭터 뽑기 능력을 가지게 된 그녀! 초 레어 미남 캐릭터를 뽑아가면서 세상을 널리 이롭게 하는 미남신의 사도가 되어버렸다. 레어 ! 초 슈퍼 울트라 스페셜 레어 !! 세계를 미남으로 채워 모든 여자들을 이롭게 하자!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2330/c2/2x/36ef1804-0c16-4a48-bc6e-19f0b20eca68
108,묵향 디 오리진,REDZIN,금,액션/무협,"수많은 세력이 패권을 다투던 드넓은 중원의 무림. 어릴 적 마교에 납치되어 암살자로 훈련받은 2044호. 고된 훈련 속에서 목숨의 위협을 넘어 치열하게 살아남은 그는 실력을 인정받아 묵향 이란 이름을 얻는다. 그러나 묵향에게는 언제나 채워지지 않는 갈증이 있었으니, 그것은 바로 검의 길! 암살자로 사는 삶에 만족하지 못하던 그때, 묵향은 스승 환사검 유백 을 만나 인생의 큰 변화를 맞이하는데! 그는 자신이 좇던 탈마의 경지에 올라 무공의 정점에 오를 수 있을까?! 수많은 고수와 격돌하며 궁극의 무를 좇는 묵향! 전설적인 일대기의 서막이 다시 열린다!!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2468/c2/2x/91dd9c92-543e-4e0d-9661-be1136ff0399
109,위대한 소원,나래,금,로맨스 판타지,"제국의 유일한 황녀 시에나 아르젠트 그녀는 태어나면서부터 모든 것을 가졌다. 영민한 두뇌, 극상의 미모, 우월한 재능. 장차 황제의 관을 쓸 후계자의 지위까지. 스무 살의 생일을 앞둔 어느 날. 그녀는 꿈을 꾸기 시작하며 수십 년 후 자신의 미래를 보게 되는데. 그녀는 신의 축복으로 예지 능력을 갖게 되었다고 기뻐하며 신께 감사한다. 하지만 꿈에서 보는 자신의 미래는 갈수록 이상하다. 시에나가 막연히 그렸던 미래는 이런 것이 아니었다. 반쪽 핏줄이라고 경멸했던 이복 오라버니의 반격. 자신의 절대적 아군으로 믿었던 어머니의 숨겨진 모습. 그리고 현실과 미래, 양쪽에서 시에나에게 막강한 영향을 미치는 남자의 등장. 그녀 주변의 모든 것이 급격히 달라지기 시작하고 그녀 또한 변화한다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2346/c2/2x/6f84c5c0-c927-443b-b823-3e0c8155505d
110,절대무신,전상,금,액션/무협,"은거고수 삼인방 비돈, 독안, 광두! 그들이 제자를 키우기 시작한다. 너는 왜 가장 기본인 이기어검조차 못하냐? 기본이나 다름없는 이기어검도 못해서 구박받는 제자 소연강! 소연강과 세사부의 전설이 시작된다! 적하 작가의 명작 무협 소설 이 웹툰으로 돌아왔다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2498/c2/2x/14df470d-6213-490f-ab81-11616f659268
111,레이디 비스트,나우,금,로맨스 판타지,"그란디아 왕궁에서 배척당해 불행하게 산 공주, 엘리사. 전장의 폭군이라 불리는 타국의 공작과 계약 결혼하다! 오직 살아남는 것이 목표였기에 남편에게 어떠한 기대도 없었으나 . 이건 뭐지. 다리 사이에서 피가 흐르는데. 어, 어떡해요. 아침에 일어나니까 당신 그곳이 ! 어찌 된 일인지 두 사람의 몸이 바뀌었다! 안심하세요. 절대로 당신의 마음을 바라지 않겠어요. . 왜 남편의 기분이 안 좋아 보이지? 천덕꾸러기로 자라 사랑에 소극적인 그란디아의 공주, 엘리사. 참는 것보다 죽이는 것이 익숙한 란델의 미친개, 진저. 너무나도 다른 두 사람은, 서로를 이해하고 사랑하게 될 수 있을까?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2328/c2/2x/bfb8a3e6-d365-412b-8968-a79d624182a5
112,자보트를 새 언니라고 부르지 마세요,라돌,금,로맨스 판타지,"못된 새 언니는 가라, 걸크러쉬 뿜뿜 신상 언니가 떴다! 새 언니는 나쁘다고?! no no 신개념 새 언니 등장! 시골 출신 자보트는 웅장한 대저택 윈체스턴의 딸이 된다. 하지만 자보트는 재산을 상속받게 된 직후, 누군가에 의해 독살 위험에 처한다. 이때 자보트는 이복 자매인 신시아렐의 순수한 마음을 알게 된다. 간신히 살아난 자보트는 무도회에서 수수께끼의 제국 청년 멜릭을 만나게 된다. 이를 계기로 자보트는 우연히 경영 스승을 만나고, 공부를 하며 엄마에게 맡겨둔 집안의 경영상태가 엉망이라는 것을 깨닫는데",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2500/c2/2x/ac013eaf-8c66-46f5-a8c1-db832169e3d4
113,비뢰도,오주,금,액션/무협,"홀로 길러주신 아버지를 잃고 10세에 혈혈단신이 된 비류연. 조각가였던 아버지에게 배운 기술로 부모님의 조각상을 만들어 두 분 묘 앞에 세워뒀더니, 지나가던 노인이 그걸 보고는 천하제일 무공을 가르쳐주겠다고 한다. 수상쩍지만 달리 갈 곳도 없고, 그럴듯해 보인 무공에 혹해 비류연은 그만 그 노인을 사부로 삼고 만다. 그러나 그날부터 사부는 본색을 드러내 비류연을 노예처럼 부려먹으며 말도 안 되는 무공들을 전수하기 시작하고 ! 그 와중에 만났던 최초의 친구 린 과의 추억을 제외하면 그의 삶을 점철한 것은 무식한 가사노동과 과로사의 위험뿐. 그 고난을 버티며 야차처럼 자라난 비류연은, 사부 몰래 힘을 비축하던 중에 주작단 , 무공 수련을 위해 아미산에 온 강호의 또래들을 제자들로 손에 넣게 ? 된다. 그 일로 인해 비류연은 저 멀리에 있다는 무림맹 산하의 교육기관, 천무학관 에 입성하기로 다짐하게 되는데 !",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2355/c2/2x/9d051899-75e2-47f2-9639-49e80fafd3b7
114,미필적 고의에 의한 관계,민주 김동혜,금,로맨스,2019년 12월 25일 크리스마스. 보통의 연인들이라면 낭만적이고 뜨거운 밤을 보내게 되는 이 특별한 날에 여주인공 은결은 차갑고 처절한 이별을 당하고 만다. 이별의 상처를 잊으려는 듯 미친 듯이 일에만 매달리며 어느새 다시 맞은 2020년 크리스마스. 친구인 이수로부터 전 남친 민호의 결혼 소식을 듣게 된다. 울적한 마음을 안고 집으로 돌아가던 은결은 도중에 낯선 가게인 Moon Bar 를 마주치고 홀리듯 들어가게 된다. 자신을 따뜻하게 맞이하여 주는 가게의 분위기에 마음을 놓은 은결은 바텐더의 권유로 소원을 들어준다는 소문을 가진 달을 담은 잔 을 주문하여 마신다. 1년 전으로 돌아가고 싶다는 바람을 간절히 담아서.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2450/c2/2x/577cd3a1-45ea-4210-9de3-e48a66bcd607
115,절대갑 길들이기,전혜진,금,로맨스,"국내 게임 업계의 차세대 선두 주자로 꼽히는 레드핏 의 대표이사 강은현 . 잘생긴 얼굴에 피지컬까지 완벽한 은현에게 딱 하나 부족한 점이 있었으니 바로 입만 열었다 하면 꽈배기 같은 말로 듣는 사람 속을 박박 긁어놓는 몹쓸 주둥이를 지녔다는 것! 그런 은현의 전담 비서인 초은 . 차분한 성격으로 대표의 배배 꼬인 말들을 노련하게 받아치며, 퇴근 후에는 같은 회사 동료이자 친구인 다민 과 은현의 욕을 하면서 나름대로 평범한 ? 직장 생활을 이어나가고 있었다. 하지만 은현의 몹쓸 주둥이는 날이 갈수록 심해졌고, 참다못한 초은이 은현과 사생결단을 내야겠다고 생각한 순간 은현에게서 흘러나온 말은 너무나도 예상 밖의 것이었는데!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2426/c2/2x/35565904-4d2b-4941-b944-c51aca25995a
116,아크,태하,금,학원/판타지,"취업준비는커녕 생활고에 시달리며, 하루하루 살기 급급한 만년 알바생 현우. 그나마 남들보다 잘하는 건 게임밖에 없는 그에게 있어, 대기업 취직은 딴 세상 이야기였다... 갑작스럽게 찾아온 인생역전의 기회! 대기업 입사 면접이 가상현실게임 이라고?! 아버지의 부재, 병든 어머니.. 지독한 가난. 남은 건 악바리 근성밖에 없는 현우의 가상현실게임 뉴월드 정복기가 시작된다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2391/c2/2x/0e2d5117-9d23-4c21-a1d5-408a2af1f2ff
117,백작가의 망나니가 되었다,별나래,금,판타지 드라마,"눈을 떠보니 소설 속이었다. 그것도 망나니로 유명한 백작가의 도련님 몸으로... 그리고, 소설 속에서 나를 박살 냈던 막강한 주인공 최한이 곧 여기로 온다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2414/c2/2x/c3da2dab-9e6f-45d8-8c76-8c7c5251ba86
118,아빠가 너무 강함,모다인,금,학원/판타지,"재능도 없고 어리바리한 말단 공무원이 천마가 되어 돌아왔다. 무림에서 숱한 고난을 겪은 뒤, 남은 삶은 평범하게 살겠다고 다짐했는데 아빠가 되어 주세요. 제가 졸업할 때까지만. 팔자에도 없던 딸이 생겨 버렸다?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2402/c2/2x/6f4cd35d-ab5e-4515-a3c7-6fd540f6c49b
119,화산전생,토마씨,토,액션/무협,"전란의 시대에서 운이 좋게 살아남아 화산파의 장로가 된 주서천. 평생 영광을 맛보지 못한 채 후회와 미련만 가득 안고 눈을 감는다. 그러나 죽음을 맞이하는 순간, 어찌 된 영문인지 운명은 그를 다시 과거로 돌려보내는데 .",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2315/c2/2x/839a36ed-7178-4709-9d38-be0f6d3ff74d
