,title,day,writer,illustrator,story,platform,genre,,,,,,
3633,어떤 사이,완결,기천,기천,"이 집에서 벗어나는 게 네 소원이야? 하루 아침에 모든 걸 들고 사라진 아빠와, 이런 현실을 부정하듯 쓰러져버린 엄마. 그런 영이에게 온기를 나눠준 유일한 사람이자 엄마의 오랜 친구, 회장님이 없었다면 지금의 장영이는 존재 하지 않는다고 굳게 믿었다. 하지만 회장님이 없었다면, 아무런 일도 일어나지 않았을 거란 사실을 알게 된 날. 영이는 회장의 마수에서 벗어나기 위해 수 겹의 가면을 쓰고 악연인지도 모른 채 피어난 평이에 대한 마음에 자물쇠를 채워 버렸다. 우린 인연일까, 악연일까 어떤 사이",카카오페이지,로맨스만화,,,,,,
3634,킹스메이커,완결,하가,강지영,"황제의 소유물에는 손 끝 하나 닿고 싶지 않아! 아버지에게 복수심을 품고 그의 모든 것을 증오하는 4황자 볼프강, 현실을 벗어날 수 있을 힘과 황제의 몰락을 원하는 신수혁. 다른 생각을 가지고 같은 꿈을 꾸는 두 사람 ! , ! 강지영, 공주는 잠 못 이루고 하가 작가가 선보이는 초대형 판타지!",카카오페이지,BL/GL만화,,,,,,
3635,최강의 냄새,완결,이만세,이만세,예민한 후각탓에 사람의 감정을 알 수 있는 최강고에게 좋아한다는 감정으로 뭉친 남자가 다가오게 된다.,카카오페이지,BL/GL만화,,,,,,
3636,바르도의 궁[BL] [개정판],완결,바밀씨,zaru,"바르도의 궁 일반판 입니다 죽어서도, 다시 태어나도 너는 결코 나를 떠나지 못한다. 집착과 광기에 휩싸인 황제를 받아들일 수 없어, 스스로 목숨을 끊었다. 그런데 백여 년의 시간이 흐르고 운명인 듯, 운명의 장난인 듯 다시 태어나 버렸다. 그것도 과거의 기억을 온전히 간직한 채!! 영영 다시 보지 말자 다짐했건만, 그의 기억만은 잊었길 바랐건만 죽음으로도 도망칠 수 없었던 것일까 황제의 환생과 다시 마주하고 만다.",카카오페이지,BL/GL만화,,,,,,
3637,일하고 싸우고 사랑하라,완결,유하진,유하진,외전!! 매주 수요일 업데이트!! 가늘고 길게 사는게 소원인 평범한 ? 청년인 나 우수한. 망하지 않으면 다행인 작은 회사에서 근근히 살고 있던 내 인생에 폭풍같은 남자가 끼어든다. 기태열. 일도 연애도 사사건건 거슬리는 이 남자. 하지만 외모만은 내 타입인데..?,카카오페이지,BL/GL만화,,,,,,
3638,바리왕자,완결,감자독,마키,매주 월요일 업데이트!! 소설 우리들의 혼탁한 레종데트르 의 감자독 작가와 마키 작가의 신작 바리왕자 야메 무당과 귀신 붙은 의 신들린 로맨스 무속계의 프린스 김요한. 귀신 같은 신기로 유명한 그는 사실 를 이용한 철저한 예습 ? 으로 꼼수 영업중이다. 금수저 30대 백윤성. 어느 날 보이기 시작한 이상한 남자 때문에 완벽했던 일상이 망가지기 시작한다. 백윤성은 온갖 시도 끝에 이름 높은 청담동 매화 도사 김요한을 찾아간다. 게으른 신을 모시는 요한과 장군 신이 들러붙은 의 신들린 로맨스가 시작된다! 바리왕자 외전은 15세 이용가 기준에 의거해 일부 내용을 수정한 개정판 입니다. 참고 부탁 드립니다.,카카오페이지,BL/GL만화,,,,,,
3639,징벌 소녀,완결,가재,stego,"남몰래 지구를 지키는 시대는 끝나고, 변신 전 정체마저 드러내며 마음껏 사는 아이돌 같은 마법소녀의 시대가 찾아왔다. 그러나 그녀들의 정체는 학교에서 폭력을 일삼는 일진의 리더. 그러던 어느 날, 한번도 본 적 없는 마법소녀가 모습을 드러낸다. 다른 마법소녀들에게 선전포고를 하기 위해 !",카카오페이지,소년만화,,,,,,
3640,나의 K군,완결,김수오,토피,"기억조차 나지 않는 아주 오래전 부터 함께 했던 두 사람이 있다. 예능국으로 좌천당한 교양 선우 민 . 폭력 스캔들로 나락으로 떨어진 일명 군 , 배우 강 현우 . 두 사람은 함께 예능 프로그램을 제작하며 서로에게 사랑을 느끼기 시작한다.",카카오페이지,BL/GL만화,,,,,,
3641,사수생도 연애를 한다,완결,스카프,스카프,"34 대학은 가고 싶지만 연애도 하고 싶어! 34 재수, 삼수 때까지 합격의 문턱 앞에서 꼬꾸라졌다. 지긋지긋한 입시를 1년을 더해야 한다니! 오마이갓!! 하지만 괜찮다. 내가 다니는 학원엔 여신이 있으니까. 6개월째 몰래 좋아하고 있는 그녀 . 그런데 여신이 다가오기는커녕 시커먼 아니, 샤방한 꽃돌이가 들이댄다. 으아아 나 어떡해! 사수생 39 도 39 연애하는 이야기. 많은 관심 부탁드립니다.",카카오페이지,BL/GL만화,,,,,,
3642,야설록 용호상박 컬렉션,완결,야설록,야설록,드디어 승부를 가를 때가 되었다! 야설록 용호상박 컬렉션 작품 구성 1. 무당오절 개정판 2. 몽유무림 개정판 3. 지존 개정판 4. 강호몽 개정판 5. 사형령주 개정판 6. 밀교제자 개정판,카카오페이지,액션무협만화,,,,,,
3643,D-졸업 [BL],완결,새끼메뚜기,새끼메뚜기,"고백을 하는 것도, 받는 것도 남자?! 졸업까지 92, 간질간질한 소년들의 로맨스가 시작된다. 졸업을 앞둔 어느 날, 무영은 같은 반 남학생 찬희에게 고백을 받는다. 고백해 온 상대는 흉흉한 소문을 몰고 다니는 수수께끼의 전학생 백찬희. 학생회장에 우등생으로 성실하기만한 무영은 생각지도 못한 상대의 고백에 일단 거절을 한다. 하지만 찬희는 이제부터는 자신을 그런 식 으로 생각해달라며 적극적으로 무영에게 다가가는데 .",카카오페이지,BL/GL만화,,,,,,
3644,해동고 짱짱맨 시즌2,완결,최병열,최병열,강태풍이 돌아왔다!! 최고의 주먹 짱은 자신이라는 자부심 하나로 살아가는 태풍에게 불어 닥치는 시련과 고통! 그러나 그런 것에 쓰러질 태풍이 아닐지니 그의 질주는 계속 된다! 본격 정통학원액션 성장드라마. 해동고 짱짱맨 시즌2!,카카오페이지,액션무협만화,,,,,,
3645,야설록 중원대난투 컬렉션,완결,야설록,야설록,"중원을 바로 잡을 자, 누구인가! 야설록 중원대난투 컬렉션 작품 구성 1. 마존 개정판 2. 천마난투 개정판 3. 난세위룡 개정판 4. 혈풍연가 개정판 5. 광무독풍 개정판 6. 대돌풍 개정판 7. 용검혈도 개정판",카카오페이지,액션무협만화,,,,,,
3647,페이드,완결,푸죠킹,푸죠킹,"공금을 횡령하다 이면계약서를 분실한 희재는 계약서를 주운 태경을 감시하다 스토커로 오해를 받는다. 졸지에 집착 얀데레가 되어버린 희재는 자존심이 상하지만 횡령을 숨기기 위해 자신이 태경을 짝사랑하고 있노라 고백한다. 그렇게 우스운 해프닝으로 마무리 될 줄 알았지만, 갑자기 태경이 서로를 제대로 알아가자며 희재의 번호를 묻는데... 오래 기다리셨습니다!! 푸죠킹 작가의 울트라 러브 코미디 페이드 등! 장! 본 작품은 15세 이용가에 맞게 수정된 34 개정판 34 입니다.",카카오페이지,BL/GL만화,,,,,,
3648,황성 불사무적 컬렉션,완결,황성,황성,잔인하고 지독한 운명에 맞서다! 황성 불사무적 컬렉션 작품 구성 1. 천지의 개정판 2. 구주마룡 원제 마중협 개정판 3. 불사혼 원제 초혼가 개정판 4. 역천자 개정판 5. 제룡지도 원제 용골 개정판,카카오페이지,액션무협만화,,,,,,
3649,레이드,완결,최종혁,월운,5등급 마스터의 통쾌한 레이드 한판! 흙수저의 반란이 시작되었다! 무시받고 천대받던 5등급 마스터가 레이드 신화를 다시 써낸다. 인기소설 최강 강 대리 를 원작으로 한 웹툰 레이드 !,카카오페이지,소년만화,,,,,,
3651,로그북,완결,문나영,문나영,"다이버들의 바닷속 여행이야기 로그북, 동화작가 지은은 괌의 친구결혼식에 갔다가, 바닷속세상을 우연히 접하고 매료되어 다이버가 되기로 결심하는데...스쿠버와 프리다이버로 100로그를 쌓아가며 지구 속 우주를 경험하고, 새로운 생명체, 바다를 사랑하는 사람을 만나, 잃어버린 꿈과 사랑, 인생의 의미를 찾아 떠나는 바닷속, 물길 여행 로그북 !",카카오페이지,로맨스만화,,,,,,
3652,권태,완결,인혜린,인혜린,지독한 심장의 통증은 멀어진 연인 때문일까? 아니면 이루어지지 않을 사랑처럼 따라붙는 인연과 집착,카카오페이지,BL/GL만화,,,,,,
3653,논픽션 프레이즈,완결,이만세,이만세,"드라마 영화 러버 39 서동주 39 , 촬영장에서 단역 아르바이트를 하던 어느 날 인기 배우의 동생이자 천재 작곡가 39 한다운 39 과 39 악연 39 으로 얽히고 만다. 얼마 후 우연히 학교에서 재회한 두 사람. 함께 연극과 작곡 공모전을 준비하며 서로에게 호기심과 설렘을 느끼게 되는데... 두 소년이 자아내는 좌충우돌 두근두근 멜로디 논픽션 프레이즈",카카오페이지,BL/GL만화,,,,,,
3654,이성연애박사,완결,참새,반숙,"이성관계에 고민이 많던 대학생 이레는 홀리듯 발견한 자칭 연애박사의 광고지에 마음을 뺏긴다. 연애의 모든 것을 가르쳐준다는 이 사람, 믿어도 되는 걸까?",카카오페이지,BL/GL만화,,,,,,
3655,경이로운 소문 시즌1,완결,장이,장이,"영원불멸의 삶을 위해 사후세계에서 지구로 도망쳐 온갖 악행을 저지르고 다니는 악한 영혼들. 그리고 그들을 쫓는 악귀 사냥꾼 카운터 . 평범하던 고등학생 소문이 범상치 않은 능력을 보이며 카운터에 합류하게 되고, 다양한 능력을 쓰며 악귀를 쫓는 팀원들과 함께 국숫집 직원으로 위장하여 악한 영혼들을 추격하기 시작한다!",카카오페이지,드라마만화,,,,,,
3656,최강왕따,완결,노도환,노도환,"범죄가 끊이질 않는 깊고 어두운 골목. 그 곳에 사건이 터질 때마다 나타나는 한 소년이 있다?! 폭력을 폭력으로 되갚는 소년, 그의 이름은 강하늘. 압도적인 스피드와 파워, 완벽한 기술로 상대를 제압하는 이 소년이 사실 불과 1년 전까지만 해도 최약체의 왕따였다면...?!",카카오페이지,액션무협만화,,,,,,
3657,폭군의 은밀한 시선 컬렉션 [할리퀸],완결,메치,시요리,폭군의 은밀한 시선 컬렉션 할리퀸 작품 구성 1. 팔려 온 아가씨 2. 위험한 열정 3. 신데렐라와 얼음왕자 개정판 4. 가면무도회 밤의 사랑 5. 아름다운 날들 6. 증오의 그늘 7. 추억의 무게 8. 여인의 향기 9. 검은 복수 10. 사랑 없는 결혼 잔혹한 복수 11. 프린세스 레슨 12. 덫에 걸린 프린세스 13. 도둑맞은 첫날밤 14. 어긋난 복수 15. 어둠 속의 남자 16. 욕망의 모양 17. 신랑의 약속 18. 신랑의 약속 19. 그 사랑을 한 번 더 개정판 20. 금지된 연인 개정판 21. 비밀 애인 개정판 22. 그의 손을 잡고서 23. 신데렐라의 굴욕 24. 소녀를 사랑한 악마 25. 팔려 간 프린세스 26. 댄스는 당신에게만 27. 스페인의 사랑 28. 설렘을 당신에게,카카오페이지,로맨스만화,,,,,,
3658,우리 집 살인마,완결,철가면,철가면,"평범한 가정, 평범한 외모, 평범한 성격. 특별한 구석이라곤 전혀 없는 내가 어느 날 갑자기, 액션스릴러추격호러 영화의 주인공이 되었다! 아, 아니 가만 로맨틱 코미디 영화인가? 아, 아냐 감동의 성장영화? 자, 잠깐! 뭐가 됐든, 대체 왜! 내게 이런 일이 일어난 거지? 대한민국 표준 평범 대학생 남우리가 겪는 아주 특별한 이야기가 펼쳐집니다! 철가면 여름바람",카카오페이지,BL/GL만화,,,,,,
3659,사마달 천상천하 컬렉션,완결,사마달,사마달,사마달 천상천하 컬렉션 작품 구성 1. 광명서생 개정판 2. 천검신화 개정판 3. 제왕의검 개정판 4. 호면신왕 개정판,카카오페이지,액션무협만화,,,,,,
3660,도서관에는 마녀가 필요하다,완결,나리비,이청,"어느날 갑작스레 날아온 편지 한 통. 마녀 베시 에일은 그 편지로 인해 16년만에 모국, 베이론 제국으로 돌아오게 된다. 이후 폐관 직전인 국립도서관의 신임 관장이 된 그녀는, 자신이 황궁에 숨겨져 있는 비밀에 얽힐 것을 예감하는데...... 그럼 이제부터는 반드시 당신 곁에 있겠습니다. 당신은 나한테 특별합니다. 그 무엇보다, 그 누구보다 특별한 사람입니다. 지독한 악연으로 얽혔던 기사 저스틴과의 관계가 차츰 묘한 빛을 띄기 시작한 가운데, 베시는 제국을 뒤흔들 거대한 진실에 다가서게 된다.",카카오페이지,로판만화,,,,,,
3661,사랑하는 사람이 생겼습니다,완결,황승욱,진주,"진주 작가의 소설 사랑하는 사람이 생겼습니다 의 웹툰화! 까칠하고 도도한 교수 서이현은 평범한 듯 수수한, 하지만 그래서 더 눈길이 가는 학생, 서남우에게 점점 빠져든다. 아픈 과거를 가진 남우 역시 상처를 극복하고 이현에게 마음을 열지만, 두 사람을 가로막는 큰 벽에 부딪히게 되는데",카카오페이지,로맨스만화,,,,,,
3662,그런 게 아닙니다만,완결,강또,라임호,"잘나가는 작가, 이로는 부모님의 압박에 못 이겨 주류회사 비어스 에 지원을 하게 된다. 변변한 스펙도 없었던 이로였으나, 실수로 자기소개서 대신 자신의 소설 미공개분을 제출하는 바람에 관심을 끌게 되어 최종합격을 해버리는데?! 특히 사장 백호령은 그 소설로 인해 이로에 대해 큰 착각을 하게 되고, 그 착각은 어느새 호감을 넘어 사랑이 되고 만다. 처음 맛보는 사회의 쓴맛에 적응을 하기도 전에 호령에게 단단히 코가 꿰어버린 이로의 첫 사회 생활, 과연 순탄하게 지속될 수 있을까? 본 작품은 15세 이용가에 맞게 수정된 34 개정판 34 입니다.",카카오페이지,BL/GL만화,,,,,,
3663,유스티티아,완결,Kanaris,고블린A,"몬스터인 소녀를 친구로 여기고 구하려고 하는 소년과, 존재가 잊혀졌음에도 희망을 가지고 움직이는 산타클로스 소녀 몬스터, 인간, 제 3 세력 사이에서 벌어지는 그들의 파란만장한 이야기.",카카오페이지,소년만화,,,,,,
3664,W 줄리엣,완결,에무라,에무라,"여장부 여고생 미우라 이토가 소속된 연극부에 입단한 절세미인 전학생 아마노 마코토. 그 수려한 미모와 뛰어난 연기력에 압도되는 부원들! 그러나 어느날 이토는 마코토의 어처구니 없는 비밀을 알아버리는데 !? 이토와 마코토의 역전 커플 스토리 드디어 등장!! 1999 , .,",카카오페이지,로맨스만화,,,,,,
